"";"Bureau de poste";"Gendarmerie";"Police";"Collège";"Etablissement santé court séjour";"Etablissement santé long séjour";"Etablissement santé moyen séjour";"Maternité";"Urgences"
"1";45419389;22455856;22495017;38537654;24973105;16573479;24610364;19241479;19722886
