"Gendarmerie";"DDFiP (Direction départementale des Finances publiques)";"Réseau de proximité Pôle emploi";"Bureau de poste";"Relais poste";"Collège";"Lycée d’enseignement général et/ou technologique";"Lycée d’enseignement professionnel";"Établissement santé court séjour";"Urgences";"Maternité";"Réseau partenarial Pôle emploi";"Lycée d'enseignement technique et/ou professionnel agricole";"Agence postale";"Tribunal d’instance (TI)";"Conseil de prud’hommes (CPH)";"Établissement santé moyen séjour";"Police";"Tribunal de grande instance (TGI)";"Tribunal de commerce (TCO)";"Réseau spécialisé Pôle emploi";"Maison de justice et du droit";"Conseil départemental d’accès au droit (CDAD)";"Établissement santé long séjour";"STS CPGE";"Antenne de justice";"DRFiP (Direction régionale des Finances publiques)";"Cour d’appel (CA)"
41233506;34075466;39887231;42037331;36784542;41960727;40460282;38291632;39945676;38589444;36960781;31394119;34975615;38999512;35997825;34738378;40305412;37453145;33137802;31659331;22267214;24256676;26267973;36805539;23808302;6109889;18132623;15381012
