"Gendarmerie";"DDFiP (Direction départementale des Finances publiques)";"Réseau de proximité Pôle emploi";"Bureau de poste";"Relais poste";"Collège";"Lycée d’enseignement général et/ou technologique";"Lycée d’enseignement professionnel";"Établissement santé court séjour";"Urgences";"Maternité";"Réseau partenarial Pôle emploi";"Lycée d'enseignement technique et/ou professionnel agricole";"Agence postale";"Tribunal d’instance (TI)";"Conseil de prud’hommes (CPH)";"Établissement santé moyen séjour";"Police";"Tribunal de grande instance (TGI)";"Tribunal de commerce (TCO)";"Réseau spécialisé Pôle emploi";"Maison de justice et du droit";"Conseil départemental d’accès au droit (CDAD)";"Établissement santé long séjour";"STS CPGE";"Antenne de justice";"DRFiP (Direction régionale des Finances publiques)";"Cour d’appel (CA)"
53803199;46645159;52456924;54607024;49354235;54530420;53029975;50861325;52515369;51159137;49530474;43963812;47545308;51569205;48567518;47308071;52875105;50022838;45707495;44229024;34836907;36826369;38837666;49375232;36377995;18679582;30702316;27950705
