"INSEECOM";"LIBAU2010";"Statut";"CATAEU2010";"date1";"date2";"evolution";"type_commune_dans_au";"evolution_type_espace";"pres_abs_police"
"85182";"Pouzauges";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"85191";"La Roche-sur-Yon";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"85194";"Les Sables-d'Olonne";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"85215";"Saint-Fulgent";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"85222";"Saint-Hilaire-de-Riez";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"85234";"Saint-Jean-de-Monts";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"86032";"Poitiers";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"86066";"Châtellerault";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"86070";"Chauvigny";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"86078";"Civray";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"86082";"Poitiers";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"86103";"Poitiers";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"86115";"Poitiers";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"86137";"Loudun";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"86139";"Poitiers";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"86165";"Montmorillon";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"86174";"Châtellerault";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"86177";"Poitiers";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"86183";"Châtellerault";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"86194";"Poitiers";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"86224";"Châtellerault";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"86226";"Poitiers";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"86290";"Poitiers";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"86293";"Poitiers";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"86294";"Poitiers";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"87001";"Limoges";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"87002";"Limoges";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"87011";"Bellac";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"87085";"Limoges";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"87103";"Limoges";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"87106";"Limoges";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"87107";"Limoges";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"87119";"Limoges";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"87146";"Limoges";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"87154";"Saint-Junien";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"87181";"Limoges";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"87187";"Saint-Yrieix-la-Perche";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"87192";"Limoges";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"88075";"La Bresse";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"88078";"Bruyères";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"88081";"Le Thillot";"Commune simple";"211";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"88094";"Épinal";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"88118";"Neufchâteau";"Commune simple";"222";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"88151";"Épinal";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"88158";"Remiremont";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"88160";"Épinal";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"88181";"Saint-Dié-des-Vosges";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"88196";"Gérardmer";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"88304";"Mirecourt";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"88321";"Neufchâteau";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"88361";"Saint-Dié-des-Vosges";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"88367";"Rambervillers";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"88372";"Raon-l'Étape";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"88383";"Remiremont";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"88408";"Le Thillot";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"88413";"Saint-Dié-des-Vosges";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"88447";"La Bresse";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"88465";"Épinal";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"88468";"Le Thillot";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"88486";"La Bresse";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"88516";"Vittel";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"89024";"Auxerre";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"89025";"Avallon";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"89066";"Sens";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"89100";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"89118";"Auxerre";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"89206";"Joigny";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"89257";"Migennes";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"89345";"Saint-Florentin";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"89348";"Saint-Julien-du-Sault";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"89382";"Auxerre";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"89387";"Sens";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"89418";"Tonnerre";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"89419";"Toucy";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"90009";"Montbéliard";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"90010";"Belfort";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"90033";"Delle (partie française)";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"90052";"Belfort";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"90053";"Delle (partie française)";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"91016";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"91045";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"91086";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"91105";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"91114";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"91200";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"91207";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"91223";"Paris";"Sous-pr<e9>fecture";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"oui"
"91228";"Paris";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"91235";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"91272";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"91293";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"91330";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"91338";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"91345";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"91376";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"91386";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"91390";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"91405";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"91425";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"91471";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"91477";"Paris";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"91540";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"91570";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"91573";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"91600";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"92012";"Paris";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"92020";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"92044";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"92050";"Paris";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"93008";"Paris";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"93050";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"93062";"Paris";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"93066";"Paris";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"94021";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"94022";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"94028";"Paris";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"94080";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"95018";"Paris";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"95039";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"95052";"Paris";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"95127";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"95150";"Paris";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"95183";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"95199";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"95205";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"95250";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"95323";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"95351";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"95352";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"95355";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"95370";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"95394";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"95428";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"95430";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"95480";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"95527";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"95652";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"95658";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"01194";"Lyon";"Commune simple";"111";"2018";"NA";"apparition";"pôle urbain";"apparition pôle urbain";"non"
"01203";"Mâcon";"Commune simple";"112";"2018";"NA";"apparition";"couronne";"apparition couronne";"non"
"01419";"Genève (SUI) - Annemasse (partie française)";"Commune simple";"111";"2018";"NA";"apparition";"pôle urbain";"apparition pôle urbain";"non"
"02360";"Reims";"Commune simple";"112";"2018";"NA";"apparition";"couronne";"apparition couronne";"non"
"06090";"Nice";"Commune simple";"111";"2018";"NA";"apparition";"pôle urbain";"apparition pôle urbain";"non"
"06095";"Nice";"Commune simple";"111";"2018";"NA";"apparition";"pôle urbain";"apparition pôle urbain";"non"
"06161";"Nice";"Commune simple";"111";"2018";"NA";"apparition";"pôle urbain";"apparition pôle urbain";"non"
"11441";"Narbonne";"Commune simple";"112";"2018";"NA";"apparition";"couronne";"apparition couronne";"non"
"13078";"Port-Saint-Louis-du-Rhône";"Commune simple";"221";"2018";"NA";"apparition";"pôle urbain";"apparition pôle urbain";"oui"
"13210";"Marseille";"Arrondissement municipal";"111";"2018";"NA";"apparition";"pôle urbain";"apparition pôle urbain";"non"
"17010";"La Rochelle";"Commune simple";"111";"2018";"NA";"apparition";"pôle urbain";"apparition pôle urbain";"non"
"17264";"La Rochelle";"Commune simple";"111";"2018";"NA";"apparition";"pôle urbain";"apparition pôle urbain";"non"
"21661";"Dijon";"Commune simple";"112";"2018";"NA";"apparition";"couronne";"apparition couronne";"non"
"23193";"Guéret";"Commune simple";"112";"2018";"NA";"apparition";"couronne";"apparition couronne";"non"
"30217";"Avignon";"Commune simple";"112";"2018";"NA";"apparition";"couronne";"apparition couronne";"non"
"31116";"Toulouse";"Commune simple";"111";"2018";"NA";"apparition";"pôle urbain";"apparition pôle urbain";"non"
"33194";"Bordeaux";"Commune simple";"112";"2018";"NA";"apparition";"couronne";"apparition couronne";"non"
"33533";"Langon";"Commune simple";"211";"2018";"NA";"apparition";"pôle urbain";"apparition pôle urbain";"non"
"34023";"Sète";"Commune simple";"111";"2018";"NA";"apparition";"pôle urbain";"apparition pôle urbain";"non"
"34069";"Béziers";"Commune simple";"112";"2018";"NA";"apparition";"couronne";"apparition couronne";"non"
"34150";"Marseillan";"Commune simple";"221";"2018";"NA";"apparition";"pôle urbain";"apparition pôle urbain";"non"
