"Bureau de poste";"Gendarmerie";"Police";"Collège";"Etablissement santé court séjour";"Etablissement santé long séjour";"Etablissement santé moyen séjour";"Maternité";"Urgences"
52586706;52417454;48318829;52591452;50961982;48038264;50850473;48521170;49744735
