"AU2010","pop2016","pop2013","pop2009","pop2006","pop1999","pop1990","pop1982","pop1975","pop1968","LIBAU2010","tailles_2016","pop_2013_2016","pop_2009_2013","pop_2006_2009","pop_1999_2006"
"553",5320,5509,5682,5777,6029,6083,6079,6095,5451,"Salbris","petite
(< 30.000 hab.)",-1.15691616148552,-0.770024130094837,-0.551183159649782,-0.608095607604375
"554",5601,5583,5642,5840,5621,5360,5862,5254,4969,"Châteaulin","petite
(< 30.000 hab.)",0.107353812980193,-0.262463616671271,-1.14315522908978,0.547510717425737
"555",6264,6126,5868,5368,4813,4658,4925,4989,4814,"Baud","petite
(< 30.000 hab.)",0.74532886012324,1.08151019707812,3.0131180187247,1.57128558840705
"556",5525,5617,5674,5606,5416,5504,5176,5323,5111,"Ribérac","petite
(< 30.000 hab.)",-0.548969827987644,-0.252097270676355,0.40270480692659,0.493785366271626
"557",5706,5383,5589,5549,5561,5458,5270,4913,4073,"Neuf-Brisach","petite
(< 30.000 hab.)",1.96140137006424,-0.934469954798101,0.23970847392325,-0.0308554795983573
"558",5861,5964,5888,5775,5958,5829,6057,6094,6014,"Barbezieux-Saint-Hilaire","petite
(< 30.000 hab.)",-0.579022479312186,0.321139939873727,0.648028175958726,-0.44467406818065
"559",5020,5141,5649,5709,6079,6181,6232,6237,5895,"Saint-Mihiel","petite
(< 30.000 hab.)",-0.790779403625153,-2.32824141518382,-0.351558535440555,-0.89307860325647
"560",6036,6377,6354,6369,6349,6866,7509,7950,8362,"Thizy","petite
(< 30.000 hab.)",-1.81519738666563,0.0903715976880326,-0.0785669713764592,0.0449408268067053
"561",6139,6065,5825,5087,4870,4767,4736,4250,3831,"Saint-Seurin-sur-l'Isle","petite
(< 30.000 hab.)",0.405062169802939,1.01450008392634,4.6192006277197,0.624719407459073
"562",5399,5414,5579,5661,5781,6010,6579,7089,7454,"Solesmes","petite
(< 30.000 hab.)",-0.0924385810614492,-0.747724468869659,-0.485186024556061,-0.299210371501846
"563",5600,5644,5658,5553,4859,4822,4410,4554,3938,"Port-la-Nouvelle","petite
(< 30.000 hab.)",-0.260541209020226,-0.0619167958561539,0.626358492555013,1.92552750423023
"564",5447,5529,5565,5601,5720,5988,6074,6285,6265,"Neufchâtel-en-Bray","petite
(< 30.000 hab.)",-0.496827341626283,-0.162118879434725,-0.214708121654716,-0.299887325005677
"565",5410,5557,5534,5606,5623,5471,5587,5837,5282,"Baume-les-Dames","petite
(< 30.000 hab.)",-0.88966225669338,0.103741597734008,-0.429958731995739,-0.0432460257446921
"566",5735,5724,5574,5547,5485,5660,5712,5511,4385,"Cerizay","petite
(< 30.000 hab.)",0.064016778236331,0.666081839319776,0.161987324175517,0.160702521842371
"567",4749,4964,5440,5482,5418,6211,7016,7499,8853,"Modane","petite
(< 30.000 hab.)",-1.4650881838174,-2.26317691232542,-0.256036233771817,0.167901571648899
"568",5262,5365,5495,5531,5444,5539,5843,5847,5568,"Bruyères","petite
(< 30.000 hab.)",-0.644089906470147,-0.596767520837338,-0.217431380001287,0.226750207802384
"569",5042,5302,5503,5504,5374,4964,4278,3872,3777,"La Flotte","petite
(< 30.000 hab.)",-1.66207518445585,-0.925918979880336,-0.00605656836318857,0.342049235526876
"570",6204,6034,5617,5361,5127,4408,3759,3664,3968,"Laudun-l'Ardoise","petite
(< 30.000 hab.)",0.930438736578054,1.80643280967241,1.56705785815727,0.639605826895573
"571",5035,5281,5483,5546,5680,6061,6167,6392,6304,"Bellac","petite
(< 30.000 hab.)",-1.57749012360475,-0.93403361942217,-0.380094165521827,-0.34048026886303
"572",5013,5033,5346,5553,6014,6482,6726,7119,6604,"Ligny-en-Barrois","petite
(< 30.000 hab.)",-0.132634945762988,-1.4969917316154,-1.25833934612632,-1.13284532118165
"573",5033,5163,5471,5503,5603,5498,5536,5339,5483,"Gourdon","petite
(< 30.000 hab.)",-0.846449871898247,-1.43814864075427,-0.194210599883071,-0.256937499187637
"574",6284,3656,3647,3659,3851,4003,4119,4402,4257,"Melle","petite
(< 30.000 hab.)",19.7870849672221,0.0616375322587848,-0.109439211917906,-0.727951345154121
"575",5850,5720,5566,5221,4604,4409,4413,4271,4160,"Beaurepaire","petite
(< 30.000 hab.)",0.751907932097806,0.684636550935802,2.15583302853117,1.81285723086646
"576",5296,5366,5496,5273,5320,5459,5690,5302,5104,"La Souterraine","petite
(< 30.000 hab.)",-0.436741278265285,-0.59665795713485,1.39027887163603,-0.126688864746172
"577",5205,5277,5388,5459,5603,5774,5771,5588,5522,"Mauriac","petite
(< 30.000 hab.)",-0.456888154559509,-0.519060802723748,-0.435428059519682,-0.371259774447652
"578",5568,5632,5455,5327,4992,5080,4896,4534,4034,"Nueil-les-Aubiers","petite
(< 30.000 hab.)",-0.380231808654985,0.801494899629618,0.794620192297013,0.932198106730664
"579",5435,5533,5516,5328,5053,5364,5786,6338,6499,"Montréjeau","petite
(< 30.000 hab.)",-0.593917407498434,0.0769596984137033,1.16260723877384,0.759927286631101
"580",5533,5536,5428,5326,5385,5473,5699,5506,4832,"Pouzauges","petite
(< 30.000 hab.)",-0.0180668477283263,0.493751865484904,0.634345321011986,-0.157259406414212
"581",5364,5398,5412,5308,5206,5232,5170,4856,4582,"La Guerche-de-Bretagne","petite
(< 30.000 hab.)",-0.210396661160928,-0.0647339313622597,0.648882641752135,0.277574668474845
"582",5789,5725,5418,4975,4350,4442,4409,4120,3866,"Saint-Méen-le-Grand","petite
(< 30.000 hab.)",0.371254637649598,1.38743187127064,2.88418900047005,1.93635924942095
"583",5632,5547,5410,5066,4428,4436,4292,3709,2921,"Le Boulou","petite
(< 30.000 hab.)",0.508199568333101,0.627162183098129,2.21407274830407,1.94151461052658
"584",5040,5170,5211,5283,5420,5479,5283,4906,4712,"Brou","petite
(< 30.000 hab.)",-0.845294010207698,-0.197282327262926,-0.456366875731129,-0.365070523685773
"585",6073,5889,5285,5257,4770,4479,4092,3418,3172,"Salernes","petite
(< 30.000 hab.)",1.03082722350056,2.74226617237403,0.177226777510131,1.39846279857592
"586",4967,4971,5201,5256,5317,5531,5879,6096,6353,"Baccarat","petite
(< 30.000 hab.)",-0.0268294331744356,-1.12437827395622,-0.350031502798309,-0.164706400454306
"587",4851,4986,5135,5291,5175,5670,6145,6363,5640,"Pauillac","petite
(< 30.000 hab.)",-0.910797409906472,-0.73344353550191,-0.992621353413792,0.317186615137466
"588",4827,5036,5327,5453,5759,6001,6076,5971,5765,"Domfront en Poiraie","petite
(< 30.000 hab.)",-1.40296408065073,-1.39458706231256,-0.776227936577611,-0.776936588707533
"589",5281,5248,5226,4993,4768,4502,4160,4013,3613,"Le Neubourg","petite
(< 30.000 hab.)",0.209165849972659,0.105077281116905,1.53192332147629,0.660888605015231
"590",4745,4882,5120,5165,5296,5092,5183,4960,4655,"Montoire-sur-le-Loir","petite
(< 30.000 hab.)",-0.944297903050495,-1.18293433724523,-0.291263785597262,-0.3571708514853
"591",4930,4990,5195,5087,4783,4888,4568,4559,4389,"Vic-en-Bigorre","petite
(< 30.000 hab.)",-0.402418840166341,-1.00146943059521,0.702736307969198,0.884175963049327
"592",4936,5014,5085,5017,4974,5118,5227,5004,4750,"Saint-Céré","petite
(< 30.000 hab.)",-0.521260469084028,-0.350908615700207,0.449771248149156,0.123044210505885
"593",4831,5014,5081,5037,4948,5042,5034,5314,5428,"Lalinde","petite
(< 30.000 hab.)",-1.23170215326153,-0.331302300657244,0.290334852555318,0.254999031353975
"594",5024,5032,5199,5055,4948,4839,5055,5340,5344,"Amplepuis","petite
(< 30.000 hab.)",-0.0530222792934132,-0.812897473212471,0.940678391657834,0.306101794007319
"595",4739,4877,5063,5064,5029,5347,5575,5696,5391,"Thiviers","petite
(< 30.000 hab.)",-0.952241648212282,-0.931358642787405,-0.00658284512466967,0.0991280658801941
"596",5102,5185,5131,4952,4820,4732,4817,4570,4190,"Ingwiller","petite
(< 30.000 hab.)",-0.536463267404352,0.262074559589487,1.19066722601546,0.386711626132397
"597",5242,5197,5060,4995,4561,4500,4492,4616,4447,"Saint-Palais","petite
(< 30.000 hab.)",0.287798977535991,0.670111585558142,0.431899047063222,1.30697456427176
"598",5217,5209,5095,4792,4270,4199,4067,3822,3693,"Plancoët","petite
(< 30.000 hab.)",0.05116726188652,0.554738811101507,2.06475396067829,1.66127731303154
"599",6094,5652,5187,4953,4429,4056,4076,4036,3769,"Parentis-en-Born","petite
(< 30.000 hab.)",2.54160218767274,2.16954899686996,1.55063420367381,1.61025028166415
"600",4842,4987,5027,5056,5073,4623,4808,4723,4595,"Quiberon","petite
(< 30.000 hab.)",-0.978734512474044,-0.199522143076802,-0.19155869615658,-0.0479413864430511
"601",4803,4989,4997,5050,4834,4588,4678,4355,4174,"Forges-les-Eaux","petite
(< 30.000 hab.)",-1.25850594467555,-0.0400480656996827,-0.351066014699963,0.626439131094236
"602",5651,5469,5163,4760,4563,4629,4660,4624,4497,"Dol-de-Bretagne","petite
(< 30.000 hab.)",1.09720011363494,1.44985942418516,2.74603171714385,0.605646183334074
"603",5183,5339,4910,5138,4655,4240,3862,4066,4224,"Mourmelon-le-Grand","petite
(< 30.000 hab.)",-0.983608293888705,2.11619105045819,-1.50161024681633,1.4203059600751
"604",4495,4566,4889,5020,5103,5482,5710,5825,5571,"Morhange","petite
(< 30.000 hab.)",-0.521033891108236,-1.69423945488002,-0.877532016921678,-0.233992500858204
"605",4998,4960,4974,4885,4992,4959,5444,5235,4693,"Brionne","petite
(< 30.000 hab.)",0.254726935032901,-0.0704402952768302,0.603649996978417,-0.309054947109733
"606",8804,8460,7898,7374,6425,6012,5544,5143,4913,"Essarts en Bocage","petite
(< 30.000 hab.)",1.33743099151273,1.73334126185156,2.31469140793474,1.98754623914517
"607",5068,5045,5002,4898,4603,4643,4945,4990,4827,"Bazas","petite
(< 30.000 hab.)",0.15173529011796,0.214224667612206,0.702820737678489,0.891359064754504
"608",4887,4969,4935,4941,5100,5329,5653,5851,5092,"Miramont-de-Guyenne","petite
(< 30.000 hab.)",-0.553131043389454,0.171795893719606,-0.0404940315586133,-0.451446472628592
"609",4858,4821,4898,4924,4946,5085,5110,4911,4754,"Craon","petite
(< 30.000 hab.)",0.255173520059415,-0.395355979892431,-0.176319367518663,-0.0636648792674332
"610",4499,4653,4892,4936,4917,5027,5154,5339,5302,"Nontron","petite
(< 30.000 hab.)",-1.11563092915352,-1.24441839684485,-0.298023983488738,0.0551108686518642
"611",4517,4820,4981,5020,5216,5405,5455,5354,4956,"Moûtiers","petite
(< 30.000 hab.)",-2.14094502974072,-0.81805422602349,-0.259637677239943,-0.545661414799514
"612",4761,4773,4798,4973,4929,4774,4506,4282,4137,"Ribeauvillé","petite
(< 30.000 hab.)",-0.0838750655649867,-0.130517911033368,-1.18703565459432,0.127039941874774
"613",4958,4732,4821,4625,4455,4536,4716,4716,4360,"Saint-Sever","petite
(< 30.000 hab.)",1.56730496406643,-0.464752400869439,1.39311480034958,0.536423771168404
"614",6209,4428,4430,4398,4164,4172,4387,4377,4361,"Périers","petite
(< 30.000 hab.)",11.9278124538871,-0.0112885930567241,0.241948621900301,0.784111627548789
"615",4604,4655,4827,4815,4732,4826,4774,4938,5019,"Vervins","petite
(< 30.000 hab.)",-0.366540589586084,-0.902979578573093,0.0830048108843684,0.248710188128798
"616",4688,4768,4886,4793,4759,4974,4957,5355,5582,"Salies-de-Béarn","petite
(< 30.000 hab.)",-0.562441590994622,-0.609312194961331,0.642637868211215,0.101751131926009
"617",4789,4636,4699,4880,4788,4941,4880,4766,4786,"L'Île-d'Yeu","petite
(< 30.000 hab.)",1.0882015018838,-0.336876160759925,-1.25194710446203,0.272261849349631
"618",4910,4946,4861,4656,4400,4269,4462,4281,4027,"Soufflenheim","petite
(< 30.000 hab.)",-0.243211337231375,0.434315202412572,1.44661253226717,0.811160358013585
"619",4330,4514,4708,4917,5198,5920,6151,6739,6512,"Bort-les-Orgues","petite
(< 30.000 hab.)",-1.37762720070592,-1.04647373628286,-1.43741573682177,-0.790790211667813
"620",5605,5213,4938,4728,4027,3534,3242,2597,2252,"Valdahon","petite
(< 30.000 hab.)",2.44622597023416,1.36409793495151,1.45914680506747,2.31906157287158
"621",4572,4639,4787,4819,4833,5038,5044,4800,4830,"Confolens","petite
(< 30.000 hab.)",-0.483762078321337,-0.78205304346427,-0.221837816999459,-0.0414336311100327
"622",4885,4833,4781,4708,4786,4900,5171,5356,5102,"La Roche-Chalais - Saint-Aigulin","petite
(< 30.000 hab.)",0.357366792257618,0.270807603601964,0.514202179777001,-0.234464702372683
"623",4799,4767,4758,4731,4704,4850,4986,5211,4591,"Feuquières-en-Vimeu - Fressenneville","petite
(< 30.000 hab.)",0.22326174715066,0.0472552703347118,0.189873873644086,0.0817960926684069
"624",4675,4587,4661,4855,5001,4846,4518,4070,4020,"Noirmoutier-en-l'Île","petite
(< 30.000 hab.)",0.635441991266172,-0.399295730526872,-1.35010600904506,-0.422373920139507
"625",4516,4551,4718,4700,4627,4678,4796,4745,4289,"Bouzonville","petite
(< 30.000 hab.)",-0.257013910480652,-0.896903407178673,0.1274969506597,0.223875925768757
"626",4435,4503,4663,4657,4535,4233,4259,3247,3179,"Beaumont-en-Véron","petite
(< 30.000 hab.)",-0.505923393239249,-0.869080880559703,0.0429276721539473,0.379954008221439
"627",4766,4681,4686,4632,4532,4662,4093,4000,4436,"Banyuls-sur-Mer","petite
(< 30.000 hab.)",0.601656604770717,-0.0266858828764427,0.387100633735371,0.312277962127183
"628",4472,4454,4668,4619,4481,4022,3341,3183,3026,"Ars-en-Ré","petite
(< 30.000 hab.)",0.134529310188047,-1.1663484404986,0.352368796835023,0.434254387037347
"629",4523,4528,4605,4620,4187,4303,4615,4768,5053,"Rouffach","petite
(< 30.000 hab.)",-0.0368215660359827,-0.420670910774557,-0.108342446691567,1.41578894654477
"630",4648,4619,4635,4605,4489,4449,4333,4035,3926,"Aiguillon","petite
(< 30.000 hab.)",0.208844046060475,-0.0864118326877494,0.216685401252881,0.365132274043933
"631",6909,6897,6628,6481,6325,6304,6213,5768,5806,"Torigny-les-Villes","petite
(< 30.000 hab.)",0.0579626270924782,0.999548315682164,0.750410913159771,0.348674816069838
"632",4733,4798,4688,4529,4251,4247,4345,4475,4073,"Lamotte-Beuvron","petite
(< 30.000 hab.)",-0.453631752017658,0.581512058665012,1.1568027288819,0.909063037398372
"633",4753,4743,4624,4552,4376,4430,4441,4343,3807,"Cluny","petite
(< 30.000 hab.)",0.0702296740429986,0.63726483492581,0.524485117640228,0.564898592958585
"634",5077,4447,4607,4573,4383,4332,5406,5690,5305,"Morcenx-la-Nouvelle","petite
(< 30.000 hab.)",4.51533365002872,-0.879786390133497,0.247219794678899,0.608070189757348
"635",4590,4621,4626,4666,4775,4751,5018,4642,4143,"Selles-sur-Cher","petite
(< 30.000 hab.)",-0.224118738602108,-0.0270321436854126,-0.286575578991277,-0.329339346212909
"636",4361,4408,4591,4665,4738,5015,5380,5892,5762,"Carignan","petite
(< 30.000 hab.)",-0.356685128237555,-1.01176668823818,-0.531581048526131,-0.221572328704012
"637",4382,4495,4605,4515,4340,4288,4551,4454,4657,"Mirande","petite
(< 30.000 hab.)",-0.845089761656348,-0.60260207110483,0.660085116721199,0.566323852651518
"638",4613,4570,4594,4551,4483,4749,4972,5011,4679,"Eauze","petite
(< 30.000 hab.)",0.312661090663657,-0.130861785212866,0.31396234032528,0.215296056434822
"639",4182,4319,4515,4508,4504,4547,4767,4706,4347,"Sées","petite
(< 30.000 hab.)",-1.06872455367828,-1.10339971443324,0.0517330666515603,0.0126823089959816
"640",7825,7863,7838,7791,7785,7791,8267,8167,7970,"Saint-Pierre-sur-Dives","petite
(< 30.000 hab.)",-0.161352239851464,0.079644530224332,0.200683715052019,0.011006549429915
"641",4999,4869,4644,4322,3805,3471,3228,2987,2516,"Muzillac","petite
(< 30.000 hab.)",0.882178971849923,1.1898357270379,2.42417696436572,1.83669591217406
"642",4481,4468,4501,4535,4581,4749,4972,5214,5140,"Buzançais","petite
(< 30.000 hab.)",0.0968920632957282,-0.183798710510985,-0.25053527707859,-0.144070851553968
"643",4142,4322,4514,4534,4612,4674,4834,4338,3913,"Courpière","petite
(< 30.000 hab.)",-1.40797713946373,-1.0807529507308,-0.147253931180413,-0.24337550786403
"644",3905,4078,4316,4438,4883,5183,5382,5488,5194,"Vimoutiers","petite
(< 30.000 hab.)",-1.43457347382974,-1.40805227711956,-0.924855891335974,-1.35581011564995
"645",4105,4254,4463,4546,4782,4595,5501,3274,3089,"Saint-Valery-en-Caux","petite
(< 30.000 hab.)",-1.18143143561512,-1.19187692120977,-0.61233553017398,-0.720408862047617
"646",5154,4838,4565,4161,4285,4420,4864,4892,4853,"Bonneval","petite
(< 30.000 hab.)",2.13145445174074,1.46266623995119,3.13696690835941,-0.41862306411331
"647",4312,4471,4453,4436,4569,4698,4810,4834,4983,"Arbois","petite
(< 30.000 hab.)",-1.19975365646061,0.100902645307843,0.127579875685391,-0.421129226168693
"648",4152,4116,4446,4454,4427,4412,4861,4878,4824,"Pons","petite
(< 30.000 hab.)",0.290699309755404,-1.90960646023578,-0.0599071582644606,0.0869008095379487
"649",4577,4567,4439,4394,4246,4102,3812,3525,3285,"Morzine","petite
(< 30.000 hab.)",0.0729341663260774,0.7132165692189,0.340215821050882,0.490665707855942
"650",7962,4666,4446,4388,4076,3662,3591,3373,3333,"Le Controis-en-Sologne","petite
(< 30.000 hab.)",19.4975899016379,1.21475286250858,0.438668449804136,1.05924825965293
"651",4469,4398,4346,4479,4264,3897,3491,3368,3274,"Dieulefit","petite
(< 30.000 hab.)",0.535253316689333,0.297792781843431,-0.999766288128023,0.705219620643294
"652",4191,4290,4389,4354,4473,4571,4957,5211,5388,"Langeac","petite
(< 30.000 hab.)",-0.7752249772214,-0.568743440009567,0.267238042416373,-0.384464202876722
"653",4048,4131,4335,4367,4326,4343,4206,3794,3514,"Villaines-la-Juhel","petite
(< 30.000 hab.)",-0.674269083413948,-1.1978208649246,-0.244855215079542,0.13484722253756
"654",4077,4171,4351,4378,4417,4833,5199,5078,5053,"Brienne-le-Château","petite
(< 30.000 hab.)",-0.756933763601886,-1.05068851064533,-0.205997378969891,-0.126615967311006
"655",4113,4154,4294,4393,4731,4784,4996,5089,5217,"Wassy","petite
(< 30.000 hab.)",-0.330088546106067,-0.82525030875289,-0.756909752048796,-1.05333079995219
"656",4123,4187,4281,4349,4559,4960,5543,5507,5431,"Nogent","petite
(< 30.000 hab.)",-0.512131887075151,-0.553515927293202,-0.523932873806243,-0.671412566001217
"657",4118,4160,4289,4364,4519,4217,4098,3906,3943,"Nantua","petite
(< 30.000 hab.)",-0.337677438596318,-0.760556303236271,-0.576182413168669,-0.497354255468363
"658",4142,4177,4242,4130,3614,3306,3124,2779,3328,"Marckolsheim","petite
(< 30.000 hab.)",-0.280091095622448,-0.385295092021887,0.895904385812085,1.92489481028477
"659",4135,4129,4242,4293,4495,3672,3717,3868,3745,"Bapaume","petite
(< 30.000 hab.)",0.0484144350629823,-0.672717288825064,-0.397572018129533,-0.654702830274656
"660",4641,4746,4661,4598,4530,4537,4499,4149,3929,"Fleury-sur-Andelle","petite
(< 30.000 hab.)",-0.742969492786283,0.452825686479219,0.454650113283339,0.213076498103959
"661",3814,3956,4224,4288,4336,4604,4907,4779,4600,"Saint-Georges-de-Mons","petite
(< 30.000 hab.)",-1.21110327354895,-1.62537420896891,-0.500008354480919,-0.158899911178623
"663",3777,3895,4053,4187,4391,4684,5058,4834,4764,"Saint-Calais","petite
(< 30.000 hab.)",-1.02021466097071,-0.989166948850217,-1.07838130558412,-0.677303100547866
"664",4296,4282,4282,3959,3978,4168,4216,4381,3714,"Maîche","petite
(< 30.000 hab.)",0.108864782701557,0,2.64876306170887,-0.0683725054540063
"665",4056,4143,4169,4174,4339,4653,5236,5480,5844,"Stenay","petite
(< 30.000 hab.)",-0.704933498491722,-0.156278652622699,-0.0399456781336793,-0.552313369679469
"666",3853,3839,4062,3828,3570,3638,3905,4023,3753,"Laragne-Montéglin","petite
(< 30.000 hab.)",0.121411965569274,-1.40167247898594,1.99745369286743,1.00179726520861
"667",4651,4424,4652,4715,4915,5161,5626,5830,6313,"Bourganeuf","petite
(< 30.000 hab.)",1.68192052769587,-1.24846545279771,-0.447385616599971,-0.591711557988173
"668",4493,4498,4232,3968,3586,3532,3441,3433,3521,"Legé","petite
(< 30.000 hab.)",-0.0370672433692487,1.53562536662077,2.17029919805114,1.45657493035334
"669",3982,4027,4083,4068,3985,4139,4290,4553,5085,"Langogne","petite
(< 30.000 hab.)",-0.373881855665203,-0.344662930706896,0.12275975988798,0.294922127039876
"670",3949,4079,4161,4173,4012,3956,3479,3288,2972,"Barcelonnette","petite
(< 30.000 hab.)",-1.0738419732513,-0.49635331715977,-0.0959463290004958,0.563658776269671
"671",4002,4185,4166,4114,3993,4164,4299,4395,4375,"Civray","petite
(< 30.000 hab.)",-1.47936387311164,0.113823757691356,0.419562763990933,0.427381583426834
