"LIBAU2010","geometry","tailles_2016","RGPP","TCAM","annees"
"Landivisiau","MULTIPOLYGON(((181022 6840303.999998,180384 6841301.999998,179364 6841975.999998,179156 6842598.999998,177935 6843010.999998,177640 6845029.999998,176213 6845601.999998,176901 6848353.999998,177702 6848951.999998,178403 6848932.999998,179175 6849729.999998,179710 6848995.999998,180381 6849311.999998,181800 6849226.999998,182156 6849042.999998,182193 6847710.999998,181464 6845993.999998,182347 6845386.999998,184105 6845233.999998,185124 6844840.999998,184651 6843619.999998,185349 6842577.999998,185486 6841648.999998,185178 6841051.999998,184395 6841816.999998,183251 6840914.999998,182937 6841364.999998,181933 6841179.999998,182018 6840514.999998,181022 6840303.999998)))","petite
(< 30.000 hab.)","oui ",-1.37704555464465,"2009-2013"
"Landivisiau","MULTIPOLYGON(((181022 6840303.999998,180384 6841301.999998,179364 6841975.999998,179156 6842598.999998,177935 6843010.999998,177640 6845029.999998,176213 6845601.999998,176901 6848353.999998,177702 6848951.999998,178403 6848932.999998,179175 6849729.999998,179710 6848995.999998,180381 6849311.999998,181800 6849226.999998,182156 6849042.999998,182193 6847710.999998,181464 6845993.999998,182347 6845386.999998,184105 6845233.999998,185124 6844840.999998,184651 6843619.999998,185349 6842577.999998,185486 6841648.999998,185178 6841051.999998,184395 6841816.999998,183251 6840914.999998,182937 6841364.999998,181933 6841179.999998,182018 6840514.999998,181022 6840303.999998)))","petite
(< 30.000 hab.)","oui ",-0.00654857410417042,"2013-2018"
"Langeac","MULTIPOLYGON(((741373 6443969,742738 6443217,742805 6441930,743205 6441010,744709 6440376,744221 6439268,743246 6438815,741214 6439645,740311 6439635,739707 6439049,738941 6437762,738193 6437415,737969 6438629,737589 6438997,738224 6439772,737418 6440302,736271 6439706,736126 6440756,734290 6442130,733686 6442434,734517 6444460,735141 6444368,736504 6446449,737366 6445779,738723 6446260,740030 6444915,741498 6444157,741373 6443969)))","petite
(< 30.000 hab.)","non ",1.04978678635768,"2009-2013"
"Langeac","MULTIPOLYGON(((741373 6443969,742738 6443217,742805 6441930,743205 6441010,744709 6440376,744221 6439268,743246 6438815,741214 6439645,740311 6439635,739707 6439049,738941 6437762,738193 6437415,737969 6438629,737589 6438997,738224 6439772,737418 6440302,736271 6439706,736126 6440756,734290 6442130,733686 6442434,734517 6444460,735141 6444368,736504 6446449,737366 6445779,738723 6446260,740030 6444915,741498 6444157,741373 6443969)))","petite
(< 30.000 hab.)","non ",0.468039177618351,"2013-2018"
"Langeac","MULTIPOLYGON(((741373 6443969,742738 6443217,742805 6441930,743205 6441010,744709 6440376,744221 6439268,743246 6438815,741214 6439645,740311 6439635,739707 6439049,738941 6437762,738193 6437415,737969 6438629,737589 6438997,738224 6439772,737418 6440302,736271 6439706,736126 6440756,734290 6442130,733686 6442434,734517 6444460,735141 6444368,736504 6446449,737366 6445779,738723 6446260,740030 6444915,741498 6444157,741373 6443969)))","petite
(< 30.000 hab.)","oui ",1.04978678635768,"2009-2013"
"Langeac","MULTIPOLYGON(((741373 6443969,742738 6443217,742805 6441930,743205 6441010,744709 6440376,744221 6439268,743246 6438815,741214 6439645,740311 6439635,739707 6439049,738941 6437762,738193 6437415,737969 6438629,737589 6438997,738224 6439772,737418 6440302,736271 6439706,736126 6440756,734290 6442130,733686 6442434,734517 6444460,735141 6444368,736504 6446449,737366 6445779,738723 6446260,740030 6444915,741498 6444157,741373 6443969)))","petite
(< 30.000 hab.)","oui ",0.468039177618351,"2013-2018"
"Langogne","MULTIPOLYGON(((765449 6396067,764634 6396264,764174 6398525,763600 6398710,763161 6397921,763161 6397127,762166 6396914,761669 6397206,760978 6398482,760737 6399567,760786 6400714,760405 6401528,760450 6403342,761050 6403507,761734 6405084,760851 6405329,759677 6407321,760646 6407862,760070 6408690,760256 6409880,759762 6410261,760436 6411553,760875 6411941,761646 6411050,763176 6409977,764071 6407667,764823 6408507,765563 6408743,766598 6408484,766672 6407939,765674 6406529,766108 6405814,768282 6405354,768820 6406586,769311 6406857,770637 6406189,771235 6407654,772323 6407752,773188 6408295,773285 6407847,774322 6407014,773820 6406249,773960 6405091,773033 6404910,771592 6403828,771539 6402296,770957 6401166,770928 6400096,770073 6399816,769867 6400272,768885 6400163,767447 6399412,767394 6399067,767574 6397893,766578 6396288,765449 6396067)))","petite
(< 30.000 hab.)","non ",-16.1304765945337,"2009-2013"
"Langogne","MULTIPOLYGON(((765449 6396067,764634 6396264,764174 6398525,763600 6398710,763161 6397921,763161 6397127,762166 6396914,761669 6397206,760978 6398482,760737 6399567,760786 6400714,760405 6401528,760450 6403342,761050 6403507,761734 6405084,760851 6405329,759677 6407321,760646 6407862,760070 6408690,760256 6409880,759762 6410261,760436 6411553,760875 6411941,761646 6411050,763176 6409977,764071 6407667,764823 6408507,765563 6408743,766598 6408484,766672 6407939,765674 6406529,766108 6405814,768282 6405354,768820 6406586,769311 6406857,770637 6406189,771235 6407654,772323 6407752,773188 6408295,773285 6407847,774322 6407014,773820 6406249,773960 6405091,773033 6404910,771592 6403828,771539 6402296,770957 6401166,770928 6400096,770073 6399816,769867 6400272,768885 6400163,767447 6399412,767394 6399067,767574 6397893,766578 6396288,765449 6396067)))","petite
(< 30.000 hab.)","non ",0.225002275606978,"2013-2018"
"Langogne","MULTIPOLYGON(((765449 6396067,764634 6396264,764174 6398525,763600 6398710,763161 6397921,763161 6397127,762166 6396914,761669 6397206,760978 6398482,760737 6399567,760786 6400714,760405 6401528,760450 6403342,761050 6403507,761734 6405084,760851 6405329,759677 6407321,760646 6407862,760070 6408690,760256 6409880,759762 6410261,760436 6411553,760875 6411941,761646 6411050,763176 6409977,764071 6407667,764823 6408507,765563 6408743,766598 6408484,766672 6407939,765674 6406529,766108 6405814,768282 6405354,768820 6406586,769311 6406857,770637 6406189,771235 6407654,772323 6407752,773188 6408295,773285 6407847,774322 6407014,773820 6406249,773960 6405091,773033 6404910,771592 6403828,771539 6402296,770957 6401166,770928 6400096,770073 6399816,769867 6400272,768885 6400163,767447 6399412,767394 6399067,767574 6397893,766578 6396288,765449 6396067)))","petite
(< 30.000 hab.)","oui ",-0.261766034332223,"2009-2013"
"Langogne","MULTIPOLYGON(((765449 6396067,764634 6396264,764174 6398525,763600 6398710,763161 6397921,763161 6397127,762166 6396914,761669 6397206,760978 6398482,760737 6399567,760786 6400714,760405 6401528,760450 6403342,761050 6403507,761734 6405084,760851 6405329,759677 6407321,760646 6407862,760070 6408690,760256 6409880,759762 6410261,760436 6411553,760875 6411941,761646 6411050,763176 6409977,764071 6407667,764823 6408507,765563 6408743,766598 6408484,766672 6407939,765674 6406529,766108 6405814,768282 6405354,768820 6406586,769311 6406857,770637 6406189,771235 6407654,772323 6407752,773188 6408295,773285 6407847,774322 6407014,773820 6406249,773960 6405091,773033 6404910,771592 6403828,771539 6402296,770957 6401166,770928 6400096,770073 6399816,769867 6400272,768885 6400163,767447 6399412,767394 6399067,767574 6397893,766578 6396288,765449 6396067)))","petite
(< 30.000 hab.)","oui ",0.225002275606978,"2013-2018"
"Langon","MULTIPOLYGON(((444909 6385676,444428 6384264,443256 6384691,442967 6385602,441602 6386759,440918 6386755,440174 6385974,439010 6385613,438484 6385886,437084 6384237,436712 6384826,435974 6386742,436707 6388194,437928 6388747,437667 6389929,438492 6390533,439434 6391492,439437 6392654,440071 6391887,441734 6389909,441828 6389812,442936 6389676,444497 6390120,445382 6390378,446383 6390253,447534 6390493,447881 6389712,448862 6389447,449414 6388517,447990 6387884,446881 6386599,445787 6387210,445783 6385331,444909 6385676)))","petite
(< 30.000 hab.)","non ",-5.47697696699671,"2009-2013"
"Langon","MULTIPOLYGON(((444909 6385676,444428 6384264,443256 6384691,442967 6385602,441602 6386759,440918 6386755,440174 6385974,439010 6385613,438484 6385886,437084 6384237,436712 6384826,435974 6386742,436707 6388194,437928 6388747,437667 6389929,438492 6390533,439434 6391492,439437 6392654,440071 6391887,441734 6389909,441828 6389812,442936 6389676,444497 6390120,445382 6390378,446383 6390253,447534 6390493,447881 6389712,448862 6389447,449414 6388517,447990 6387884,446881 6386599,445787 6387210,445783 6385331,444909 6385676)))","petite
(< 30.000 hab.)","non ",-0.174948068841252,"2013-2018"
"Langon","MULTIPOLYGON(((444909 6385676,444428 6384264,443256 6384691,442967 6385602,441602 6386759,440918 6386755,440174 6385974,439010 6385613,438484 6385886,437084 6384237,436712 6384826,435974 6386742,436707 6388194,437928 6388747,437667 6389929,438492 6390533,439434 6391492,439437 6392654,440071 6391887,441734 6389909,441828 6389812,442936 6389676,444497 6390120,445382 6390378,446383 6390253,447534 6390493,447881 6389712,448862 6389447,449414 6388517,447990 6387884,446881 6386599,445787 6387210,445783 6385331,444909 6385676)))","petite
(< 30.000 hab.)","oui ",-5.47697696699671,"2009-2013"
"Langon","MULTIPOLYGON(((444909 6385676,444428 6384264,443256 6384691,442967 6385602,441602 6386759,440918 6386755,440174 6385974,439010 6385613,438484 6385886,437084 6384237,436712 6384826,435974 6386742,436707 6388194,437928 6388747,437667 6389929,438492 6390533,439434 6391492,439437 6392654,440071 6391887,441734 6389909,441828 6389812,442936 6389676,444497 6390120,445382 6390378,446383 6390253,447534 6390493,447881 6389712,448862 6389447,449414 6388517,447990 6387884,446881 6386599,445787 6387210,445783 6385331,444909 6385676)))","petite
(< 30.000 hab.)","oui ",-0.174948068841252,"2013-2018"
"Langres","MULTIPOLYGON(((870070 6742493.999998,868783 6743279.999998,868978 6743857.999998,869788 6744447.999998,869297 6745282.999998,869661 6745840.999998,869076 6746569.999998,868335 6746837.999998,867586 6747041.999998,866949 6746737.999998,866248 6745323.999998,865549 6744850.999998,864132 6744632.999998,864434 6745688.999998,862453 6745731.999998,863226 6747289.999998,862744 6748964.999998,862667 6749057.999998,861512 6750141.999998,861916 6751167.999998,861140 6751593.999998,860014 6751393.999998,860154 6752077.999998,861782 6752482.999998,862043 6753245.999998,861207 6754196.999998,862261 6755411.999998,862613 6756747.999998,863280 6756501.999998,864552 6757335.999998,866187 6757506.999998,866552 6757930.999998,866032 6758829.999998,865881 6760367.999998,867844 6762020.999998,868856 6761790.999998,870021 6760990.999998,871033 6761005.999998,871832 6760650.999998,873345 6759828.999998,874249 6760175.999998,875365 6761308.999998,875557 6762402.999998,876827 6761869.999998,877181 6759495.999998,878544 6759351.999998,878869 6760287.999998,879857 6759802.999998,880619 6758966.999998,880935 6757493.999998,882777 6757764.999998,883323 6757939.999998,885131 6759530.999998,886891 6759637.999998,887268 6759434.999998,887391 6758019.999998,887786 6757089.999998,886876 6756764.999998,886176 6755331.999998,887746 6755038.999998,888724 6754049.999998,886571 6753454.999998,884758 6753472.999998,884208 6753939.999998,884173 6752073.999998,882430 6752335.999998,881934 6751541.999998,881053 6750032.999998,880076 6749326.999998,879508 6747488.999998,881152 6746785.999998,881495 6745739.999998,882592 6744981.999998,882841 6744243.999998,882159 6744024.999998,881825 6744844.999998,880495 6744721.999998,879671 6744360.999998,879150 6744725.999998,879424 6745913.999998,878803 6746617.999998,878944 6747174.999998,876764 6747351.999998,876942 6746247.999998,876695 6745390.999998,876448 6743398.999998,875787 6742741.999998,873655 6743912.999998,873766 6744680.999998,872493 6744301.999998,872099 6744295.999998,870948 6744956.999998,870678 6743413.999998,870848 6742726.999998,870070 6742493.999998)))","petite
(< 30.000 hab.)","non ",-4.63906720417375,"2009-2013"
"Langres","MULTIPOLYGON(((870070 6742493.999998,868783 6743279.999998,868978 6743857.999998,869788 6744447.999998,869297 6745282.999998,869661 6745840.999998,869076 6746569.999998,868335 6746837.999998,867586 6747041.999998,866949 6746737.999998,866248 6745323.999998,865549 6744850.999998,864132 6744632.999998,864434 6745688.999998,862453 6745731.999998,863226 6747289.999998,862744 6748964.999998,862667 6749057.999998,861512 6750141.999998,861916 6751167.999998,861140 6751593.999998,860014 6751393.999998,860154 6752077.999998,861782 6752482.999998,862043 6753245.999998,861207 6754196.999998,862261 6755411.999998,862613 6756747.999998,863280 6756501.999998,864552 6757335.999998,866187 6757506.999998,866552 6757930.999998,866032 6758829.999998,865881 6760367.999998,867844 6762020.999998,868856 6761790.999998,870021 6760990.999998,871033 6761005.999998,871832 6760650.999998,873345 6759828.999998,874249 6760175.999998,875365 6761308.999998,875557 6762402.999998,876827 6761869.999998,877181 6759495.999998,878544 6759351.999998,878869 6760287.999998,879857 6759802.999998,880619 6758966.999998,880935 6757493.999998,882777 6757764.999998,883323 6757939.999998,885131 6759530.999998,886891 6759637.999998,887268 6759434.999998,887391 6758019.999998,887786 6757089.999998,886876 6756764.999998,886176 6755331.999998,887746 6755038.999998,888724 6754049.999998,886571 6753454.999998,884758 6753472.999998,884208 6753939.999998,884173 6752073.999998,882430 6752335.999998,881934 6751541.999998,881053 6750032.999998,880076 6749326.999998,879508 6747488.999998,881152 6746785.999998,881495 6745739.999998,882592 6744981.999998,882841 6744243.999998,882159 6744024.999998,881825 6744844.999998,880495 6744721.999998,879671 6744360.999998,879150 6744725.999998,879424 6745913.999998,878803 6746617.999998,878944 6747174.999998,876764 6747351.999998,876942 6746247.999998,876695 6745390.999998,876448 6743398.999998,875787 6742741.999998,873655 6743912.999998,873766 6744680.999998,872493 6744301.999998,872099 6744295.999998,870948 6744956.999998,870678 6743413.999998,870848 6742726.999998,870070 6742493.999998)))","petite
(< 30.000 hab.)","non ",0.283239019715475,"2013-2018"
"Langres","MULTIPOLYGON(((870070 6742493.999998,868783 6743279.999998,868978 6743857.999998,869788 6744447.999998,869297 6745282.999998,869661 6745840.999998,869076 6746569.999998,868335 6746837.999998,867586 6747041.999998,866949 6746737.999998,866248 6745323.999998,865549 6744850.999998,864132 6744632.999998,864434 6745688.999998,862453 6745731.999998,863226 6747289.999998,862744 6748964.999998,862667 6749057.999998,861512 6750141.999998,861916 6751167.999998,861140 6751593.999998,860014 6751393.999998,860154 6752077.999998,861782 6752482.999998,862043 6753245.999998,861207 6754196.999998,862261 6755411.999998,862613 6756747.999998,863280 6756501.999998,864552 6757335.999998,866187 6757506.999998,866552 6757930.999998,866032 6758829.999998,865881 6760367.999998,867844 6762020.999998,868856 6761790.999998,870021 6760990.999998,871033 6761005.999998,871832 6760650.999998,873345 6759828.999998,874249 6760175.999998,875365 6761308.999998,875557 6762402.999998,876827 6761869.999998,877181 6759495.999998,878544 6759351.999998,878869 6760287.999998,879857 6759802.999998,880619 6758966.999998,880935 6757493.999998,882777 6757764.999998,883323 6757939.999998,885131 6759530.999998,886891 6759637.999998,887268 6759434.999998,887391 6758019.999998,887786 6757089.999998,886876 6756764.999998,886176 6755331.999998,887746 6755038.999998,888724 6754049.999998,886571 6753454.999998,884758 6753472.999998,884208 6753939.999998,884173 6752073.999998,882430 6752335.999998,881934 6751541.999998,881053 6750032.999998,880076 6749326.999998,879508 6747488.999998,881152 6746785.999998,881495 6745739.999998,882592 6744981.999998,882841 6744243.999998,882159 6744024.999998,881825 6744844.999998,880495 6744721.999998,879671 6744360.999998,879150 6744725.999998,879424 6745913.999998,878803 6746617.999998,878944 6747174.999998,876764 6747351.999998,876942 6746247.999998,876695 6745390.999998,876448 6743398.999998,875787 6742741.999998,873655 6743912.999998,873766 6744680.999998,872493 6744301.999998,872099 6744295.999998,870948 6744956.999998,870678 6743413.999998,870848 6742726.999998,870070 6742493.999998)))","petite
(< 30.000 hab.)","oui ",-2.09387474554221,"2009-2013"
"Langres","MULTIPOLYGON(((870070 6742493.999998,868783 6743279.999998,868978 6743857.999998,869788 6744447.999998,869297 6745282.999998,869661 6745840.999998,869076 6746569.999998,868335 6746837.999998,867586 6747041.999998,866949 6746737.999998,866248 6745323.999998,865549 6744850.999998,864132 6744632.999998,864434 6745688.999998,862453 6745731.999998,863226 6747289.999998,862744 6748964.999998,862667 6749057.999998,861512 6750141.999998,861916 6751167.999998,861140 6751593.999998,860014 6751393.999998,860154 6752077.999998,861782 6752482.999998,862043 6753245.999998,861207 6754196.999998,862261 6755411.999998,862613 6756747.999998,863280 6756501.999998,864552 6757335.999998,866187 6757506.999998,866552 6757930.999998,866032 6758829.999998,865881 6760367.999998,867844 6762020.999998,868856 6761790.999998,870021 6760990.999998,871033 6761005.999998,871832 6760650.999998,873345 6759828.999998,874249 6760175.999998,875365 6761308.999998,875557 6762402.999998,876827 6761869.999998,877181 6759495.999998,878544 6759351.999998,878869 6760287.999998,879857 6759802.999998,880619 6758966.999998,880935 6757493.999998,882777 6757764.999998,883323 6757939.999998,885131 6759530.999998,886891 6759637.999998,887268 6759434.999998,887391 6758019.999998,887786 6757089.999998,886876 6756764.999998,886176 6755331.999998,887746 6755038.999998,888724 6754049.999998,886571 6753454.999998,884758 6753472.999998,884208 6753939.999998,884173 6752073.999998,882430 6752335.999998,881934 6751541.999998,881053 6750032.999998,880076 6749326.999998,879508 6747488.999998,881152 6746785.999998,881495 6745739.999998,882592 6744981.999998,882841 6744243.999998,882159 6744024.999998,881825 6744844.999998,880495 6744721.999998,879671 6744360.999998,879150 6744725.999998,879424 6745913.999998,878803 6746617.999998,878944 6747174.999998,876764 6747351.999998,876942 6746247.999998,876695 6745390.999998,876448 6743398.999998,875787 6742741.999998,873655 6743912.999998,873766 6744680.999998,872493 6744301.999998,872099 6744295.999998,870948 6744956.999998,870678 6743413.999998,870848 6742726.999998,870070 6742493.999998)))","petite
(< 30.000 hab.)","oui ",0.283239019715475,"2013-2018"
"Lannemezan","MULTIPOLYGON(((490789 6221052,490018 6221418,490697 6222237,489957 6223265,488964 6222880,488295 6222985,488487 6223678,488055 6225200,486080 6224526,485909 6224727,485445 6225122,486143 6227913,484978 6227345,483251 6229052,483397 6230527,483455 6230593,483290 6232010,483620 6233482,484709 6233630,486322 6233186,486362 6233241,486710 6233761,487617 6234071,487854 6233328,488515 6233169,488680 6234160,490499 6234731,490279 6232675,490981 6232659,491095 6232490,490302 6230681,492321 6231838,493291 6232777,493892 6231973,493235 6231070,492967 6230621,491714 6229120,491755 6229107,493406 6230131,494176 6230198,495551 6230849,496887 6231783,498677 6231807,498618 6231081,496989 6229274,496586 6229056,495865 6228664,496236 6227535,495521 6227263,493536 6226876,493510 6224652,493549 6224473,493010 6224568,492997 6223106,492623 6221982,492586 6221936,492074 6220445,490789 6221052)))","petite
(< 30.000 hab.)","non ",-0.512902525163372,"2009-2013"
"Lannemezan","MULTIPOLYGON(((490789 6221052,490018 6221418,490697 6222237,489957 6223265,488964 6222880,488295 6222985,488487 6223678,488055 6225200,486080 6224526,485909 6224727,485445 6225122,486143 6227913,484978 6227345,483251 6229052,483397 6230527,483455 6230593,483290 6232010,483620 6233482,484709 6233630,486322 6233186,486362 6233241,486710 6233761,487617 6234071,487854 6233328,488515 6233169,488680 6234160,490499 6234731,490279 6232675,490981 6232659,491095 6232490,490302 6230681,492321 6231838,493291 6232777,493892 6231973,493235 6231070,492967 6230621,491714 6229120,491755 6229107,493406 6230131,494176 6230198,495551 6230849,496887 6231783,498677 6231807,498618 6231081,496989 6229274,496586 6229056,495865 6228664,496236 6227535,495521 6227263,493536 6226876,493510 6224652,493549 6224473,493010 6224568,492997 6223106,492623 6221982,492586 6221936,492074 6220445,490789 6221052)))","petite
(< 30.000 hab.)","non ",0.133571268816524,"2013-2018"
"Lannemezan","MULTIPOLYGON(((490789 6221052,490018 6221418,490697 6222237,489957 6223265,488964 6222880,488295 6222985,488487 6223678,488055 6225200,486080 6224526,485909 6224727,485445 6225122,486143 6227913,484978 6227345,483251 6229052,483397 6230527,483455 6230593,483290 6232010,483620 6233482,484709 6233630,486322 6233186,486362 6233241,486710 6233761,487617 6234071,487854 6233328,488515 6233169,488680 6234160,490499 6234731,490279 6232675,490981 6232659,491095 6232490,490302 6230681,492321 6231838,493291 6232777,493892 6231973,493235 6231070,492967 6230621,491714 6229120,491755 6229107,493406 6230131,494176 6230198,495551 6230849,496887 6231783,498677 6231807,498618 6231081,496989 6229274,496586 6229056,495865 6228664,496236 6227535,495521 6227263,493536 6226876,493510 6224652,493549 6224473,493010 6224568,492997 6223106,492623 6221982,492586 6221936,492074 6220445,490789 6221052)))","petite
(< 30.000 hab.)","oui ",-0.512902525163372,"2009-2013"
"Lannemezan","MULTIPOLYGON(((490789 6221052,490018 6221418,490697 6222237,489957 6223265,488964 6222880,488295 6222985,488487 6223678,488055 6225200,486080 6224526,485909 6224727,485445 6225122,486143 6227913,484978 6227345,483251 6229052,483397 6230527,483455 6230593,483290 6232010,483620 6233482,484709 6233630,486322 6233186,486362 6233241,486710 6233761,487617 6234071,487854 6233328,488515 6233169,488680 6234160,490499 6234731,490279 6232675,490981 6232659,491095 6232490,490302 6230681,492321 6231838,493291 6232777,493892 6231973,493235 6231070,492967 6230621,491714 6229120,491755 6229107,493406 6230131,494176 6230198,495551 6230849,496887 6231783,498677 6231807,498618 6231081,496989 6229274,496586 6229056,495865 6228664,496236 6227535,495521 6227263,493536 6226876,493510 6224652,493549 6224473,493010 6224568,492997 6223106,492623 6221982,492586 6221936,492074 6220445,490789 6221052)))","petite
(< 30.000 hab.)","oui ",0.133571268816524,"2013-2018"
"Lannion","MULTIPOLYGON(((218503 6875813.999999,217772 6875142.999999,216767 6875203.999999,216747 6875832.999999,217330 6876389.999999,218286 6876496.999999,218503 6875813.999999)),((230269 6862970.999998,230137 6862415.999998,230994 6861627.999998,231045 6859978.999998,231719 6859035.999998,230743 6858785.999998,229856 6858063.999998,228798 6857785.999998,227280 6858144.999998,225659 6858268.999998,224072 6858598.999998,223611 6859273.999998,222998 6859087.999998,222191 6857955.999998,220920 6858191.999998,220154 6857222.999998,219549 6857226.999998,218796 6856640.999998,217740 6857912.999998,216913 6857481.999998,215995 6858653.999998,216280 6860149.999998,216083 6861381.999998,216582 6861788.999998,217057 6862589.999998,216799 6863159.999998,216041 6863411.999998,216437 6866963.999999,218365 6867538.999999,219841 6867377.999999,222637 6868108.999999,220641 6867818.999999,220043 6868164.999999,218978 6868054.999999,218988 6869503.999999,217912 6871221.999999,217042 6871599.999999,216553 6872308.999999,217199 6873715.999999,218321 6875147.999999,219024 6874567.999999,220681 6876055.999999,219699 6877055.999999,220335 6877251.999999,220809 6878085.999999,221242 6877698.999999,222467 6879157.999999,222582 6878368.999999,223953 6878335.999999,223943 6877542.999999,224424 6877937.999999,224285 6879047.999999,225192 6879194.999999,225628 6877596.999999,226834 6876658.999999,227597 6877093.999999,228555 6876599.999999,227772 6876052.999999,227286 6875216.999999,227431 6874624.999999,230555 6874642.999999,231317 6874817.999999,231273 6875964.999999,233074 6876442.999999,234175 6876660.999999,234309 6877061.999999,235413 6877341.999999,236425 6878308.999999,237450 6878194.999999,238638 6877419.999999,239342 6878368.999999,240263 6877579.999999,239755 6876257.999999,239864 6875260.999999,240419 6874787.999999,238561 6873366.999999,238356 6871346.999999,238811 6871106.999999,238015 6870033.999999,237750 6869537.999999,237400 6869109.999999,234986 6868663.999999,234427 6867881.999999,234958 6867054.999999,236175 6866642.999999,236146 6865449.999998,235337 6864659.999998,233865 6864334.999998,233951 6863645.999998,233369 6863130.999998,231639 6862751.999998,230269 6862970.999998)))","moyenne","non ",-2.31997828662737,"2009-2013"
"Lannion","MULTIPOLYGON(((218503 6875813.999999,217772 6875142.999999,216767 6875203.999999,216747 6875832.999999,217330 6876389.999999,218286 6876496.999999,218503 6875813.999999)),((230269 6862970.999998,230137 6862415.999998,230994 6861627.999998,231045 6859978.999998,231719 6859035.999998,230743 6858785.999998,229856 6858063.999998,228798 6857785.999998,227280 6858144.999998,225659 6858268.999998,224072 6858598.999998,223611 6859273.999998,222998 6859087.999998,222191 6857955.999998,220920 6858191.999998,220154 6857222.999998,219549 6857226.999998,218796 6856640.999998,217740 6857912.999998,216913 6857481.999998,215995 6858653.999998,216280 6860149.999998,216083 6861381.999998,216582 6861788.999998,217057 6862589.999998,216799 6863159.999998,216041 6863411.999998,216437 6866963.999999,218365 6867538.999999,219841 6867377.999999,222637 6868108.999999,220641 6867818.999999,220043 6868164.999999,218978 6868054.999999,218988 6869503.999999,217912 6871221.999999,217042 6871599.999999,216553 6872308.999999,217199 6873715.999999,218321 6875147.999999,219024 6874567.999999,220681 6876055.999999,219699 6877055.999999,220335 6877251.999999,220809 6878085.999999,221242 6877698.999999,222467 6879157.999999,222582 6878368.999999,223953 6878335.999999,223943 6877542.999999,224424 6877937.999999,224285 6879047.999999,225192 6879194.999999,225628 6877596.999999,226834 6876658.999999,227597 6877093.999999,228555 6876599.999999,227772 6876052.999999,227286 6875216.999999,227431 6874624.999999,230555 6874642.999999,231317 6874817.999999,231273 6875964.999999,233074 6876442.999999,234175 6876660.999999,234309 6877061.999999,235413 6877341.999999,236425 6878308.999999,237450 6878194.999999,238638 6877419.999999,239342 6878368.999999,240263 6877579.999999,239755 6876257.999999,239864 6875260.999999,240419 6874787.999999,238561 6873366.999999,238356 6871346.999999,238811 6871106.999999,238015 6870033.999999,237750 6869537.999999,237400 6869109.999999,234986 6868663.999999,234427 6867881.999999,234958 6867054.999999,236175 6866642.999999,236146 6865449.999998,235337 6864659.999998,233865 6864334.999998,233951 6863645.999998,233369 6863130.999998,231639 6862751.999998,230269 6862970.999998)))","moyenne","non ",-0.0329809218053367,"2013-2018"
"Lannion","MULTIPOLYGON(((218503 6875813.999999,217772 6875142.999999,216767 6875203.999999,216747 6875832.999999,217330 6876389.999999,218286 6876496.999999,218503 6875813.999999)),((230269 6862970.999998,230137 6862415.999998,230994 6861627.999998,231045 6859978.999998,231719 6859035.999998,230743 6858785.999998,229856 6858063.999998,228798 6857785.999998,227280 6858144.999998,225659 6858268.999998,224072 6858598.999998,223611 6859273.999998,222998 6859087.999998,222191 6857955.999998,220920 6858191.999998,220154 6857222.999998,219549 6857226.999998,218796 6856640.999998,217740 6857912.999998,216913 6857481.999998,215995 6858653.999998,216280 6860149.999998,216083 6861381.999998,216582 6861788.999998,217057 6862589.999998,216799 6863159.999998,216041 6863411.999998,216437 6866963.999999,218365 6867538.999999,219841 6867377.999999,222637 6868108.999999,220641 6867818.999999,220043 6868164.999999,218978 6868054.999999,218988 6869503.999999,217912 6871221.999999,217042 6871599.999999,216553 6872308.999999,217199 6873715.999999,218321 6875147.999999,219024 6874567.999999,220681 6876055.999999,219699 6877055.999999,220335 6877251.999999,220809 6878085.999999,221242 6877698.999999,222467 6879157.999999,222582 6878368.999999,223953 6878335.999999,223943 6877542.999999,224424 6877937.999999,224285 6879047.999999,225192 6879194.999999,225628 6877596.999999,226834 6876658.999999,227597 6877093.999999,228555 6876599.999999,227772 6876052.999999,227286 6875216.999999,227431 6874624.999999,230555 6874642.999999,231317 6874817.999999,231273 6875964.999999,233074 6876442.999999,234175 6876660.999999,234309 6877061.999999,235413 6877341.999999,236425 6878308.999999,237450 6878194.999999,238638 6877419.999999,239342 6878368.999999,240263 6877579.999999,239755 6876257.999999,239864 6875260.999999,240419 6874787.999999,238561 6873366.999999,238356 6871346.999999,238811 6871106.999999,238015 6870033.999999,237750 6869537.999999,237400 6869109.999999,234986 6868663.999999,234427 6867881.999999,234958 6867054.999999,236175 6866642.999999,236146 6865449.999998,235337 6864659.999998,233865 6864334.999998,233951 6863645.999998,233369 6863130.999998,231639 6862751.999998,230269 6862970.999998)))","moyenne","oui ",-5.52698823364328,"2009-2013"
