"LIBAU2010","geometry","tailles_2016","RGPP","TCAM","annees"
"Bessan","MULTIPOLYGON(((735436 6253935,735566 6253070,736529 6251285,736148 6250217,737015 6249215,736593 6248207,735618 6247727,733511 6248245,732989 6249146,731565 6249102,731736 6249708,729855 6251887,728801 6252199,728546 6253010,730797 6254006,731241 6255320,731191 6256555,730752 6256974,731573 6257445,732341 6257076,733244 6257129,734123 6258056,734404 6258025,734727 6256469,735341 6255776,735798 6254475,735436 6253935)))","petite
(< 30.000 hab.)","non ",-2.98422651572136,"2009-2013"
"Bessan","MULTIPOLYGON(((735436 6253935,735566 6253070,736529 6251285,736148 6250217,737015 6249215,736593 6248207,735618 6247727,733511 6248245,732989 6249146,731565 6249102,731736 6249708,729855 6251887,728801 6252199,728546 6253010,730797 6254006,731241 6255320,731191 6256555,730752 6256974,731573 6257445,732341 6257076,733244 6257129,734123 6258056,734404 6258025,734727 6256469,735341 6255776,735798 6254475,735436 6253935)))","petite
(< 30.000 hab.)","non ",-1.43332789506329,"2013-2018"
"Bessan","MULTIPOLYGON(((735436 6253935,735566 6253070,736529 6251285,736148 6250217,737015 6249215,736593 6248207,735618 6247727,733511 6248245,732989 6249146,731565 6249102,731736 6249708,729855 6251887,728801 6252199,728546 6253010,730797 6254006,731241 6255320,731191 6256555,730752 6256974,731573 6257445,732341 6257076,733244 6257129,734123 6258056,734404 6258025,734727 6256469,735341 6255776,735798 6254475,735436 6253935)))","petite
(< 30.000 hab.)","oui ",NA,"2009-2013"
"Bessan","MULTIPOLYGON(((735436 6253935,735566 6253070,736529 6251285,736148 6250217,737015 6249215,736593 6248207,735618 6247727,733511 6248245,732989 6249146,731565 6249102,731736 6249708,729855 6251887,728801 6252199,728546 6253010,730797 6254006,731241 6255320,731191 6256555,730752 6256974,731573 6257445,732341 6257076,733244 6257129,734123 6258056,734404 6258025,734727 6256469,735341 6255776,735798 6254475,735436 6253935)))","petite
(< 30.000 hab.)","oui ",NA,"2013-2018"
"Bessé-sur-Braye","MULTIPOLYGON(((532356 6750521.999998,532683 6750550.999998,533487 6751393.999998,533065 6750232.999998,533948 6749139.999998,534184 6747127.999998,533384 6746874.999998,532071 6746047.999998,530410 6747690.999998,529812 6746793.999998,528785 6745810.999998,527802 6747410.999998,527974 6747950.999998,527238 6749301.999998,527206 6750033.999998,527288 6751000.999998,530154 6752147.999998,532067 6751879.999998,532769 6751353.999998,532356 6750521.999998)))","petite
(< 30.000 hab.)","non ",2.49932427842792,"2009-2013"
"Bessé-sur-Braye","MULTIPOLYGON(((532356 6750521.999998,532683 6750550.999998,533487 6751393.999998,533065 6750232.999998,533948 6749139.999998,534184 6747127.999998,533384 6746874.999998,532071 6746047.999998,530410 6747690.999998,529812 6746793.999998,528785 6745810.999998,527802 6747410.999998,527974 6747950.999998,527238 6749301.999998,527206 6750033.999998,527288 6751000.999998,530154 6752147.999998,532067 6751879.999998,532769 6751353.999998,532356 6750521.999998)))","petite
(< 30.000 hab.)","non ",0.586765621725038,"2013-2018"
"Bessé-sur-Braye","MULTIPOLYGON(((532356 6750521.999998,532683 6750550.999998,533487 6751393.999998,533065 6750232.999998,533948 6749139.999998,534184 6747127.999998,533384 6746874.999998,532071 6746047.999998,530410 6747690.999998,529812 6746793.999998,528785 6745810.999998,527802 6747410.999998,527974 6747950.999998,527238 6749301.999998,527206 6750033.999998,527288 6751000.999998,530154 6752147.999998,532067 6751879.999998,532769 6751353.999998,532356 6750521.999998)))","petite
(< 30.000 hab.)","oui ",NA,"2009-2013"
"Bessé-sur-Braye","MULTIPOLYGON(((532356 6750521.999998,532683 6750550.999998,533487 6751393.999998,533065 6750232.999998,533948 6749139.999998,534184 6747127.999998,533384 6746874.999998,532071 6746047.999998,530410 6747690.999998,529812 6746793.999998,528785 6745810.999998,527802 6747410.999998,527974 6747950.999998,527238 6749301.999998,527206 6750033.999998,527288 6751000.999998,530154 6752147.999998,532067 6751879.999998,532769 6751353.999998,532356 6750521.999998)))","petite
(< 30.000 hab.)","oui ",NA,"2013-2018"
"Béthune","MULTIPOLYGON(((652736 7048990.999999,654025 7049273.999999,654589 7049826.999999,654349 7050383.999999,653879 7051053.999999,652180 7050079.999999,651478 7050535.999999,651679 7052139.999999,652066 7053850.999999,653128 7053864.999999,653433 7054348.999999,654267 7055065.999999,654291 7055396.999999,653676 7056178.999999,652632 7056929.999999,654060 7058286.999999,655042 7058907.999999,653440 7058957.999999,653132 7059198.999999,652848 7061060.999999,652151 7060939.999999,651765 7062215.999999,650607 7062793.999999,651199 7063844.999999,650955 7064465.999999,652379 7065826.999999,652698 7065764.999999,653881 7065526.999999,654950 7065511.999999,655482 7064644.999999,654356 7064430.999999,654690 7063066.999999,654751 7063857.999999,656000 7063439.999999,657266 7063513.999999,658043 7063165.999999,658659 7063359.999999,659560 7062381.999999,661097 7061974.999999,662163 7061139.999999,662674 7060304.999999,663678 7059578.999999,665025 7059816.999999,664646 7060417.999999,665457 7060978.999999,666765 7061311.999999,666891 7062014.999999,668000 7062079.999999,668791 7061423.999999,668777 7060835.999999,670579 7060781.999999,671938 7062234.999999,671397 7063211.999999,671323 7064109.999999,670403 7066592.999999,669418 7068412.999999,669911 7068854.999999,671286 7069259.999999,672018 7069089.999999,674045 7067982.999999,676423 7067066.999999,677121 7066950.999999,677191 7066525.999999,676154 7066119.999999,676441 7064637.999999,676897 7064654.999999,677857 7063227.999999,679739 7063202.999999,681127 7063852.999999,681438 7064411.999999,681888 7063273.999999,682956 7061658.999999,683765 7063079.999999,684712 7063156.999999,685438 7062839.999999,686488 7063585.999999,687323 7062725.999999,688603 7062309.999999,689034 7061711.999999,690510 7062733.999999,690909 7063060.999999,692612 7061472.999999,692316 7060796.999999,691143 7059641.999999,690762 7059365.999999,690214 7058960.999999,689259 7058746.999999,688883 7059219.999999,688021 7058165.999999,687848 7057991.999999,686264 7056652.999999,685240 7054377.999999,685041 7054031.999999,686373 7053583.999999,686981 7051915.999999,686579 7051206.999999,686714 7050282.999999,687325 7049678.999999,688211 7050401.999999,688772 7050380.999999,689125 7049328.999999,689605 7049128.999999,690224 7048117.999999,691653 7048766.999999,691969 7048954.999999,691973 7048433.999999,692740 7048499.999999,692575 7048298.999999,694298 7046813.999999,694817 7045622.999999,693624 7044712.999999,693683 7043544.999999,692728 7042784.999999,691542 7043108.999999,691450 7044339.999999,689697 7042899.999999,688849 7042673.999999,688383 7041486.999999,686842 7040443.999999,686630 7041708.999999,686253 7041196.999999,685074 7041735.999999,684332 7042470.999999,684694 7043165.999999,683747 7044084.999999,683166 7045745.999999,682633 7045201.999999,681593 7045142.999999,681281 7044872.999999,680859 7045252.999999,680632 7044413.999999,679767 7043170.999999,679303 7042843.999999,678930 7042483.999999,678312 7042119.999999,677688 7041155.999999,678618 7040230.999999,679057 7039491.999999,678425 7038524.999999,677675 7037802.999999,677694 7036033.999999,679000 7034867.999999,678815 7034359.999999,677200 7034455.999999,676158 7034958.999999,675360 7035327.999999,674841 7036269.999999,673715 7036578.999999,672991 7035043.999999,671765 7034423.999999,671198 7034980.999999,670980 7035860.999999,669886 7036358.999999,669565 7035978.999999,669524 7035416.999999,667518 7033705.999999,666750 7035072.999999,665884 7035305.999999,664985 7034965.999999,663431 7035778.999999,662357 7034966.999999,661460 7035485.999999,661158 7035925.999999,662589 7037329.999999,663408 7038266.999999,661739 7039254.999999,660785 7040215.999999,660160 7040395.999999,660081 7040471.999999,658855 7040009.999999,658518 7040521.999999,657099 7041276.999999,657420 7041660.999999,657844 7041418.999999,658619 7042180.999999,659060 7042752.999999,659327 7042988.999999,658095 7044504.999999,656705 7044537.999999,656234 7042698.999999,655047 7042392.999999,654597 7043368.999999,653438 7043621.999999,653334 7045016.999999,652977 7045881.999999,652452 7046735.999999,651911 7047156.999999,651441 7047722.999999,652703 7048637.999999,652736 7048990.999999)))","grande
(> 200.000 hab.)","non ",-2.8076926023866,"2009-2013"
"Béthune","MULTIPOLYGON(((652736 7048990.999999,654025 7049273.999999,654589 7049826.999999,654349 7050383.999999,653879 7051053.999999,652180 7050079.999999,651478 7050535.999999,651679 7052139.999999,652066 7053850.999999,653128 7053864.999999,653433 7054348.999999,654267 7055065.999999,654291 7055396.999999,653676 7056178.999999,652632 7056929.999999,654060 7058286.999999,655042 7058907.999999,653440 7058957.999999,653132 7059198.999999,652848 7061060.999999,652151 7060939.999999,651765 7062215.999999,650607 7062793.999999,651199 7063844.999999,650955 7064465.999999,652379 7065826.999999,652698 7065764.999999,653881 7065526.999999,654950 7065511.999999,655482 7064644.999999,654356 7064430.999999,654690 7063066.999999,654751 7063857.999999,656000 7063439.999999,657266 7063513.999999,658043 7063165.999999,658659 7063359.999999,659560 7062381.999999,661097 7061974.999999,662163 7061139.999999,662674 7060304.999999,663678 7059578.999999,665025 7059816.999999,664646 7060417.999999,665457 7060978.999999,666765 7061311.999999,666891 7062014.999999,668000 7062079.999999,668791 7061423.999999,668777 7060835.999999,670579 7060781.999999,671938 7062234.999999,671397 7063211.999999,671323 7064109.999999,670403 7066592.999999,669418 7068412.999999,669911 7068854.999999,671286 7069259.999999,672018 7069089.999999,674045 7067982.999999,676423 7067066.999999,677121 7066950.999999,677191 7066525.999999,676154 7066119.999999,676441 7064637.999999,676897 7064654.999999,677857 7063227.999999,679739 7063202.999999,681127 7063852.999999,681438 7064411.999999,681888 7063273.999999,682956 7061658.999999,683765 7063079.999999,684712 7063156.999999,685438 7062839.999999,686488 7063585.999999,687323 7062725.999999,688603 7062309.999999,689034 7061711.999999,690510 7062733.999999,690909 7063060.999999,692612 7061472.999999,692316 7060796.999999,691143 7059641.999999,690762 7059365.999999,690214 7058960.999999,689259 7058746.999999,688883 7059219.999999,688021 7058165.999999,687848 7057991.999999,686264 7056652.999999,685240 7054377.999999,685041 7054031.999999,686373 7053583.999999,686981 7051915.999999,686579 7051206.999999,686714 7050282.999999,687325 7049678.999999,688211 7050401.999999,688772 7050380.999999,689125 7049328.999999,689605 7049128.999999,690224 7048117.999999,691653 7048766.999999,691969 7048954.999999,691973 7048433.999999,692740 7048499.999999,692575 7048298.999999,694298 7046813.999999,694817 7045622.999999,693624 7044712.999999,693683 7043544.999999,692728 7042784.999999,691542 7043108.999999,691450 7044339.999999,689697 7042899.999999,688849 7042673.999999,688383 7041486.999999,686842 7040443.999999,686630 7041708.999999,686253 7041196.999999,685074 7041735.999999,684332 7042470.999999,684694 7043165.999999,683747 7044084.999999,683166 7045745.999999,682633 7045201.999999,681593 7045142.999999,681281 7044872.999999,680859 7045252.999999,680632 7044413.999999,679767 7043170.999999,679303 7042843.999999,678930 7042483.999999,678312 7042119.999999,677688 7041155.999999,678618 7040230.999999,679057 7039491.999999,678425 7038524.999999,677675 7037802.999999,677694 7036033.999999,679000 7034867.999999,678815 7034359.999999,677200 7034455.999999,676158 7034958.999999,675360 7035327.999999,674841 7036269.999999,673715 7036578.999999,672991 7035043.999999,671765 7034423.999999,671198 7034980.999999,670980 7035860.999999,669886 7036358.999999,669565 7035978.999999,669524 7035416.999999,667518 7033705.999999,666750 7035072.999999,665884 7035305.999999,664985 7034965.999999,663431 7035778.999999,662357 7034966.999999,661460 7035485.999999,661158 7035925.999999,662589 7037329.999999,663408 7038266.999999,661739 7039254.999999,660785 7040215.999999,660160 7040395.999999,660081 7040471.999999,658855 7040009.999999,658518 7040521.999999,657099 7041276.999999,657420 7041660.999999,657844 7041418.999999,658619 7042180.999999,659060 7042752.999999,659327 7042988.999999,658095 7044504.999999,656705 7044537.999999,656234 7042698.999999,655047 7042392.999999,654597 7043368.999999,653438 7043621.999999,653334 7045016.999999,652977 7045881.999999,652452 7046735.999999,651911 7047156.999999,651441 7047722.999999,652703 7048637.999999,652736 7048990.999999)))","grande
(> 200.000 hab.)","non ",-1.14400132680877,"2013-2018"
"Béthune","MULTIPOLYGON(((652736 7048990.999999,654025 7049273.999999,654589 7049826.999999,654349 7050383.999999,653879 7051053.999999,652180 7050079.999999,651478 7050535.999999,651679 7052139.999999,652066 7053850.999999,653128 7053864.999999,653433 7054348.999999,654267 7055065.999999,654291 7055396.999999,653676 7056178.999999,652632 7056929.999999,654060 7058286.999999,655042 7058907.999999,653440 7058957.999999,653132 7059198.999999,652848 7061060.999999,652151 7060939.999999,651765 7062215.999999,650607 7062793.999999,651199 7063844.999999,650955 7064465.999999,652379 7065826.999999,652698 7065764.999999,653881 7065526.999999,654950 7065511.999999,655482 7064644.999999,654356 7064430.999999,654690 7063066.999999,654751 7063857.999999,656000 7063439.999999,657266 7063513.999999,658043 7063165.999999,658659 7063359.999999,659560 7062381.999999,661097 7061974.999999,662163 7061139.999999,662674 7060304.999999,663678 7059578.999999,665025 7059816.999999,664646 7060417.999999,665457 7060978.999999,666765 7061311.999999,666891 7062014.999999,668000 7062079.999999,668791 7061423.999999,668777 7060835.999999,670579 7060781.999999,671938 7062234.999999,671397 7063211.999999,671323 7064109.999999,670403 7066592.999999,669418 7068412.999999,669911 7068854.999999,671286 7069259.999999,672018 7069089.999999,674045 7067982.999999,676423 7067066.999999,677121 7066950.999999,677191 7066525.999999,676154 7066119.999999,676441 7064637.999999,676897 7064654.999999,677857 7063227.999999,679739 7063202.999999,681127 7063852.999999,681438 7064411.999999,681888 7063273.999999,682956 7061658.999999,683765 7063079.999999,684712 7063156.999999,685438 7062839.999999,686488 7063585.999999,687323 7062725.999999,688603 7062309.999999,689034 7061711.999999,690510 7062733.999999,690909 7063060.999999,692612 7061472.999999,692316 7060796.999999,691143 7059641.999999,690762 7059365.999999,690214 7058960.999999,689259 7058746.999999,688883 7059219.999999,688021 7058165.999999,687848 7057991.999999,686264 7056652.999999,685240 7054377.999999,685041 7054031.999999,686373 7053583.999999,686981 7051915.999999,686579 7051206.999999,686714 7050282.999999,687325 7049678.999999,688211 7050401.999999,688772 7050380.999999,689125 7049328.999999,689605 7049128.999999,690224 7048117.999999,691653 7048766.999999,691969 7048954.999999,691973 7048433.999999,692740 7048499.999999,692575 7048298.999999,694298 7046813.999999,694817 7045622.999999,693624 7044712.999999,693683 7043544.999999,692728 7042784.999999,691542 7043108.999999,691450 7044339.999999,689697 7042899.999999,688849 7042673.999999,688383 7041486.999999,686842 7040443.999999,686630 7041708.999999,686253 7041196.999999,685074 7041735.999999,684332 7042470.999999,684694 7043165.999999,683747 7044084.999999,683166 7045745.999999,682633 7045201.999999,681593 7045142.999999,681281 7044872.999999,680859 7045252.999999,680632 7044413.999999,679767 7043170.999999,679303 7042843.999999,678930 7042483.999999,678312 7042119.999999,677688 7041155.999999,678618 7040230.999999,679057 7039491.999999,678425 7038524.999999,677675 7037802.999999,677694 7036033.999999,679000 7034867.999999,678815 7034359.999999,677200 7034455.999999,676158 7034958.999999,675360 7035327.999999,674841 7036269.999999,673715 7036578.999999,672991 7035043.999999,671765 7034423.999999,671198 7034980.999999,670980 7035860.999999,669886 7036358.999999,669565 7035978.999999,669524 7035416.999999,667518 7033705.999999,666750 7035072.999999,665884 7035305.999999,664985 7034965.999999,663431 7035778.999999,662357 7034966.999999,661460 7035485.999999,661158 7035925.999999,662589 7037329.999999,663408 7038266.999999,661739 7039254.999999,660785 7040215.999999,660160 7040395.999999,660081 7040471.999999,658855 7040009.999999,658518 7040521.999999,657099 7041276.999999,657420 7041660.999999,657844 7041418.999999,658619 7042180.999999,659060 7042752.999999,659327 7042988.999999,658095 7044504.999999,656705 7044537.999999,656234 7042698.999999,655047 7042392.999999,654597 7043368.999999,653438 7043621.999999,653334 7045016.999999,652977 7045881.999999,652452 7046735.999999,651911 7047156.999999,651441 7047722.999999,652703 7048637.999999,652736 7048990.999999)))","grande
(> 200.000 hab.)","oui ",-0.0396244884225072,"2009-2013"
"Béthune","MULTIPOLYGON(((652736 7048990.999999,654025 7049273.999999,654589 7049826.999999,654349 7050383.999999,653879 7051053.999999,652180 7050079.999999,651478 7050535.999999,651679 7052139.999999,652066 7053850.999999,653128 7053864.999999,653433 7054348.999999,654267 7055065.999999,654291 7055396.999999,653676 7056178.999999,652632 7056929.999999,654060 7058286.999999,655042 7058907.999999,653440 7058957.999999,653132 7059198.999999,652848 7061060.999999,652151 7060939.999999,651765 7062215.999999,650607 7062793.999999,651199 7063844.999999,650955 7064465.999999,652379 7065826.999999,652698 7065764.999999,653881 7065526.999999,654950 7065511.999999,655482 7064644.999999,654356 7064430.999999,654690 7063066.999999,654751 7063857.999999,656000 7063439.999999,657266 7063513.999999,658043 7063165.999999,658659 7063359.999999,659560 7062381.999999,661097 7061974.999999,662163 7061139.999999,662674 7060304.999999,663678 7059578.999999,665025 7059816.999999,664646 7060417.999999,665457 7060978.999999,666765 7061311.999999,666891 7062014.999999,668000 7062079.999999,668791 7061423.999999,668777 7060835.999999,670579 7060781.999999,671938 7062234.999999,671397 7063211.999999,671323 7064109.999999,670403 7066592.999999,669418 7068412.999999,669911 7068854.999999,671286 7069259.999999,672018 7069089.999999,674045 7067982.999999,676423 7067066.999999,677121 7066950.999999,677191 7066525.999999,676154 7066119.999999,676441 7064637.999999,676897 7064654.999999,677857 7063227.999999,679739 7063202.999999,681127 7063852.999999,681438 7064411.999999,681888 7063273.999999,682956 7061658.999999,683765 7063079.999999,684712 7063156.999999,685438 7062839.999999,686488 7063585.999999,687323 7062725.999999,688603 7062309.999999,689034 7061711.999999,690510 7062733.999999,690909 7063060.999999,692612 7061472.999999,692316 7060796.999999,691143 7059641.999999,690762 7059365.999999,690214 7058960.999999,689259 7058746.999999,688883 7059219.999999,688021 7058165.999999,687848 7057991.999999,686264 7056652.999999,685240 7054377.999999,685041 7054031.999999,686373 7053583.999999,686981 7051915.999999,686579 7051206.999999,686714 7050282.999999,687325 7049678.999999,688211 7050401.999999,688772 7050380.999999,689125 7049328.999999,689605 7049128.999999,690224 7048117.999999,691653 7048766.999999,691969 7048954.999999,691973 7048433.999999,692740 7048499.999999,692575 7048298.999999,694298 7046813.999999,694817 7045622.999999,693624 7044712.999999,693683 7043544.999999,692728 7042784.999999,691542 7043108.999999,691450 7044339.999999,689697 7042899.999999,688849 7042673.999999,688383 7041486.999999,686842 7040443.999999,686630 7041708.999999,686253 7041196.999999,685074 7041735.999999,684332 7042470.999999,684694 7043165.999999,683747 7044084.999999,683166 7045745.999999,682633 7045201.999999,681593 7045142.999999,681281 7044872.999999,680859 7045252.999999,680632 7044413.999999,679767 7043170.999999,679303 7042843.999999,678930 7042483.999999,678312 7042119.999999,677688 7041155.999999,678618 7040230.999999,679057 7039491.999999,678425 7038524.999999,677675 7037802.999999,677694 7036033.999999,679000 7034867.999999,678815 7034359.999999,677200 7034455.999999,676158 7034958.999999,675360 7035327.999999,674841 7036269.999999,673715 7036578.999999,672991 7035043.999999,671765 7034423.999999,671198 7034980.999999,670980 7035860.999999,669886 7036358.999999,669565 7035978.999999,669524 7035416.999999,667518 7033705.999999,666750 7035072.999999,665884 7035305.999999,664985 7034965.999999,663431 7035778.999999,662357 7034966.999999,661460 7035485.999999,661158 7035925.999999,662589 7037329.999999,663408 7038266.999999,661739 7039254.999999,660785 7040215.999999,660160 7040395.999999,660081 7040471.999999,658855 7040009.999999,658518 7040521.999999,657099 7041276.999999,657420 7041660.999999,657844 7041418.999999,658619 7042180.999999,659060 7042752.999999,659327 7042988.999999,658095 7044504.999999,656705 7044537.999999,656234 7042698.999999,655047 7042392.999999,654597 7043368.999999,653438 7043621.999999,653334 7045016.999999,652977 7045881.999999,652452 7046735.999999,651911 7047156.999999,651441 7047722.999999,652703 7048637.999999,652736 7048990.999999)))","grande
(> 200.000 hab.)","oui ",-1.57549403451189,"2013-2018"
"Béziers","MULTIPOLYGON(((725381 6239525,722064 6237221,719520 6234870,716597 6238054,716293 6238931,715701 6239033,714722 6238916,714224 6238269,712787 6238121,711674 6238811,711975 6239264,711481 6240035,711482 6240043,709560 6240172,709024 6239348,707896 6239882,706871 6240559,706353 6240323,704418 6242302,706757 6243476,705814 6244433,706053 6246195,706725 6246494,707407 6246135,707104 6246936,707800 6248827,708858 6248616,707468 6249423,706032 6248816,706053 6250002,705196 6250797,703774 6250865,703113 6250224,702122 6250164,701473 6250148,701056 6251031,700084 6251430,699526 6252384,698310 6252690,698426 6253544,698180 6254843,699344 6254976,700336 6254467,700602 6255527,701256 6255572,702247 6256312,700422 6257579,699711 6258258,700226 6259136,700640 6259687,700560 6260949,701307 6261390,700460 6262284,698319 6263749,697383 6265284,697861 6265480,698812 6265011,699367 6265398,700218 6264664,702167 6264480,703791 6263651,704880 6264162,705274 6265002,704925 6266293,703849 6267939,704174 6268864,704817 6269442,704787 6270373,703622 6271334,703652 6271990,704618 6272328,705182 6272899,707042 6273110,706538 6271609,707395 6270387,707383 6269964,708647 6268993,708769 6268233,709953 6267241,711166 6266931,712581 6267608,712345 6268732,713293 6268944,714494 6268418,715378 6267551,715111 6266927,715393 6266215,716432 6267330,718034 6267186,717923 6268609,718519 6268477,718828 6269692,718903 6269719,719200 6268295,719851 6268315,720398 6266830,720921 6266250,720942 6266226,720954 6264954,720364 6264498,720717 6263327,721704 6262179,722483 6262465,723783 6264082,724543 6264058,724684 6262202,725838 6262593,726528 6261483,726986 6261421,727557 6260320,727946 6259181,727434 6258784,727491 6257874,728154 6256886,727217 6254774,726879 6253282,727648 6252746,726715 6251170,727312 6250084,726875 6249179,727516 6248533,728054 6248189,729251 6246715,729402 6245732,730260 6245866,730635 6243872,729651 6242053,728021 6241196,725381 6239525)))","moyenne","non ",-2.55728243062736,"2009-2013"
"Béziers","MULTIPOLYGON(((725381 6239525,722064 6237221,719520 6234870,716597 6238054,716293 6238931,715701 6239033,714722 6238916,714224 6238269,712787 6238121,711674 6238811,711975 6239264,711481 6240035,711482 6240043,709560 6240172,709024 6239348,707896 6239882,706871 6240559,706353 6240323,704418 6242302,706757 6243476,705814 6244433,706053 6246195,706725 6246494,707407 6246135,707104 6246936,707800 6248827,708858 6248616,707468 6249423,706032 6248816,706053 6250002,705196 6250797,703774 6250865,703113 6250224,702122 6250164,701473 6250148,701056 6251031,700084 6251430,699526 6252384,698310 6252690,698426 6253544,698180 6254843,699344 6254976,700336 6254467,700602 6255527,701256 6255572,702247 6256312,700422 6257579,699711 6258258,700226 6259136,700640 6259687,700560 6260949,701307 6261390,700460 6262284,698319 6263749,697383 6265284,697861 6265480,698812 6265011,699367 6265398,700218 6264664,702167 6264480,703791 6263651,704880 6264162,705274 6265002,704925 6266293,703849 6267939,704174 6268864,704817 6269442,704787 6270373,703622 6271334,703652 6271990,704618 6272328,705182 6272899,707042 6273110,706538 6271609,707395 6270387,707383 6269964,708647 6268993,708769 6268233,709953 6267241,711166 6266931,712581 6267608,712345 6268732,713293 6268944,714494 6268418,715378 6267551,715111 6266927,715393 6266215,716432 6267330,718034 6267186,717923 6268609,718519 6268477,718828 6269692,718903 6269719,719200 6268295,719851 6268315,720398 6266830,720921 6266250,720942 6266226,720954 6264954,720364 6264498,720717 6263327,721704 6262179,722483 6262465,723783 6264082,724543 6264058,724684 6262202,725838 6262593,726528 6261483,726986 6261421,727557 6260320,727946 6259181,727434 6258784,727491 6257874,728154 6256886,727217 6254774,726879 6253282,727648 6252746,726715 6251170,727312 6250084,726875 6249179,727516 6248533,728054 6248189,729251 6246715,729402 6245732,730260 6245866,730635 6243872,729651 6242053,728021 6241196,725381 6239525)))","moyenne","non ",-1.24933302999257,"2013-2018"
"Béziers","MULTIPOLYGON(((725381 6239525,722064 6237221,719520 6234870,716597 6238054,716293 6238931,715701 6239033,714722 6238916,714224 6238269,712787 6238121,711674 6238811,711975 6239264,711481 6240035,711482 6240043,709560 6240172,709024 6239348,707896 6239882,706871 6240559,706353 6240323,704418 6242302,706757 6243476,705814 6244433,706053 6246195,706725 6246494,707407 6246135,707104 6246936,707800 6248827,708858 6248616,707468 6249423,706032 6248816,706053 6250002,705196 6250797,703774 6250865,703113 6250224,702122 6250164,701473 6250148,701056 6251031,700084 6251430,699526 6252384,698310 6252690,698426 6253544,698180 6254843,699344 6254976,700336 6254467,700602 6255527,701256 6255572,702247 6256312,700422 6257579,699711 6258258,700226 6259136,700640 6259687,700560 6260949,701307 6261390,700460 6262284,698319 6263749,697383 6265284,697861 6265480,698812 6265011,699367 6265398,700218 6264664,702167 6264480,703791 6263651,704880 6264162,705274 6265002,704925 6266293,703849 6267939,704174 6268864,704817 6269442,704787 6270373,703622 6271334,703652 6271990,704618 6272328,705182 6272899,707042 6273110,706538 6271609,707395 6270387,707383 6269964,708647 6268993,708769 6268233,709953 6267241,711166 6266931,712581 6267608,712345 6268732,713293 6268944,714494 6268418,715378 6267551,715111 6266927,715393 6266215,716432 6267330,718034 6267186,717923 6268609,718519 6268477,718828 6269692,718903 6269719,719200 6268295,719851 6268315,720398 6266830,720921 6266250,720942 6266226,720954 6264954,720364 6264498,720717 6263327,721704 6262179,722483 6262465,723783 6264082,724543 6264058,724684 6262202,725838 6262593,726528 6261483,726986 6261421,727557 6260320,727946 6259181,727434 6258784,727491 6257874,728154 6256886,727217 6254774,726879 6253282,727648 6252746,726715 6251170,727312 6250084,726875 6249179,727516 6248533,728054 6248189,729251 6246715,729402 6245732,730260 6245866,730635 6243872,729651 6242053,728021 6241196,725381 6239525)))","moyenne","oui ",-5.77035550280541,"2009-2013"
"Béziers","MULTIPOLYGON(((725381 6239525,722064 6237221,719520 6234870,716597 6238054,716293 6238931,715701 6239033,714722 6238916,714224 6238269,712787 6238121,711674 6238811,711975 6239264,711481 6240035,711482 6240043,709560 6240172,709024 6239348,707896 6239882,706871 6240559,706353 6240323,704418 6242302,706757 6243476,705814 6244433,706053 6246195,706725 6246494,707407 6246135,707104 6246936,707800 6248827,708858 6248616,707468 6249423,706032 6248816,706053 6250002,705196 6250797,703774 6250865,703113 6250224,702122 6250164,701473 6250148,701056 6251031,700084 6251430,699526 6252384,698310 6252690,698426 6253544,698180 6254843,699344 6254976,700336 6254467,700602 6255527,701256 6255572,702247 6256312,700422 6257579,699711 6258258,700226 6259136,700640 6259687,700560 6260949,701307 6261390,700460 6262284,698319 6263749,697383 6265284,697861 6265480,698812 6265011,699367 6265398,700218 6264664,702167 6264480,703791 6263651,704880 6264162,705274 6265002,704925 6266293,703849 6267939,704174 6268864,704817 6269442,704787 6270373,703622 6271334,703652 6271990,704618 6272328,705182 6272899,707042 6273110,706538 6271609,707395 6270387,707383 6269964,708647 6268993,708769 6268233,709953 6267241,711166 6266931,712581 6267608,712345 6268732,713293 6268944,714494 6268418,715378 6267551,715111 6266927,715393 6266215,716432 6267330,718034 6267186,717923 6268609,718519 6268477,718828 6269692,718903 6269719,719200 6268295,719851 6268315,720398 6266830,720921 6266250,720942 6266226,720954 6264954,720364 6264498,720717 6263327,721704 6262179,722483 6262465,723783 6264082,724543 6264058,724684 6262202,725838 6262593,726528 6261483,726986 6261421,727557 6260320,727946 6259181,727434 6258784,727491 6257874,728154 6256886,727217 6254774,726879 6253282,727648 6252746,726715 6251170,727312 6250084,726875 6249179,727516 6248533,728054 6248189,729251 6246715,729402 6245732,730260 6245866,730635 6243872,729651 6242053,728021 6241196,725381 6239525)))","moyenne","oui ",-0.501136351459386,"2013-2018"
