"";"Df1";"Df2";"Sum Sq1";"Sum Sq2";"Mean Sq1";"Mean Sq2";"F value1";"F value2";"Pr(>F)1";"Pr(>F)2";"r_deux"
"summary_AOV_poste";2;754;143,507553882751;22511,4267673407;71,7537769413757;29,8560036702131;2,40332824627039;NA;0,091108863254312;NA;0,00633449436877474
