"";"Df1";"Df2";"Sum Sq1";"Sum Sq2";"Mean Sq1";"Mean Sq2";"F value1";"F value2";"Pr(>F)1";"Pr(>F)2";"r_deux"
"summary_AOV_poste";2;238;3797,43505691174;10561,6914999336;1898,71752845587;44,3768550417379;42,7862120168287;NA;1,33674663728737e-16;NA;0,264461424020349
