"";"ID_AU2010";"TYPEQU";"NB_2013";"NB_2018";"LIB_MOD";"population";"LIBAU2010";"TAU2016";"NB_COM";"densite_2013";"densite_2018";"NB_2013_2";"TCAM";"TAU2016_group";"TAU2016_Insee";"reordonner"
"149";"505";"A206";2;1;"Bureau de poste";6762;"Saint-Pierre-d'OlÈron";"01";1;2,95770482105886;1,47885241052943;2;-12,9449436703876;"petite";"1: < 15.000";"a"
"150";"528";"A206";3;2;"Bureau de poste";6107;"Bourgueil";"01";3;4,91239561159325;3,27493040772884;3;-7,78920885182722;"petite";"1: < 15.000";"a"
"151";"530";"A207";1;0;"Relais poste commer√ßant";5562;"Tournus";"01";1;1,79791441927364;0;1;-100;"petite";"1: < 15.000";"a"
"152";"532";"A207";2;1;"Relais poste commer√ßant";11868;"BaugÈ-en-Anjou";"01";1;1,68520390967307;0,842601954836535;2;-12,9449436703876;"petite";"1: < 15.000";"a"
"153";"544";"A206";2;1;"Bureau de poste";5620;"Saint-…loy-les-Mines";"01";3;3,55871886120996;1,77935943060498;2;-12,9449436703876;"petite";"1: < 15.000";"a"
"154";"560";"A206";2;1;"Bureau de poste";6036;"Thizy";"01";1;3,31345261762757;1,65672630881378;2;-12,9449436703876;"petite";"1: < 15.000";"a"
"155";"561";"A206";2;1;"Bureau de poste";6139;"Saint-Seurin-sur-l'Isle";"01";3;3,25785958625183;1,62892979312592;2;-12,9449436703876;"petite";"1: < 15.000";"a"
"156";"563";"A206";2;1;"Bureau de poste";5600;"Port-la-Nouvelle";"01";1;3,57142857142857;1,78571428571429;2;-12,9449436703876;"petite";"1: < 15.000";"a"
"157";"569";"A207";1;0;"Relais poste commer√ßant";5042;"La Flotte";"01";2;1,98333994446648;0;1;-100;"petite";"1: < 15.000";"a"
"158";"665";"A206";2;1;"Bureau de poste";4056;"Stenay";"01";5;4,93096646942801;2,465483234714;2;-12,9449436703876;"petite";"1: < 15.000";"a"
"159";"676";"A206";2;1;"Bureau de poste";4436;"Saint-Jean-Pied-de-Port";"01";6;4,50856627592426;2,25428313796213;2;-12,9449436703876;"petite";"1: < 15.000";"a"
"160";"678";"A206";2;1;"Bureau de poste";4888;"Saint-Lupicin";"01";2;4,09165302782324;2,04582651391162;2;-12,9449436703876;"petite";"1: < 15.000";"a"
"161";"693";"A206";2;1;"Bureau de poste";3474;"La Monnerie-le-Montel";"01";2;5,75705238917674;2,87852619458837;2;-12,9449436703876;"petite";"1: < 15.000";"a"
"162";"707";"A206";1;0;"Bureau de poste";5545;"Chanverrie";"01";1;1,8034265103697;0;1;-100;"petite";"1: < 15.000";"a"
"163";"709";"A206";2;1;"Bureau de poste";3835;"SamoÎns";"01";3;5,21512385919166;2,60756192959583;2;-12,9449436703876;"petite";"1: < 15.000";"a"
