"";"Df1";"Df2";"Sum Sq1";"Sum Sq2";"Mean Sq1";"Mean Sq2";"F value1";"F value2";"Pr(>F)1";"Pr(>F)2";"r_deux"
"summary_AOV_poste";8;232;4511,2862671721;9847,84028967328;563,910783396512;42,4475874554883;13,2848724085402;NA;8,99921735704842e-16;NA;0,314175534933317
